seq,trace_id,t_req_ms,t_resp_ms,http_code,gateway_latency_ms
72,exp-perf20000-000072-a56723f3,1777537656551,1777537656624,202,72.582
73,exp-perf20000-000073-a82df51e,1777537656552,1777537656625,202,73.706
74,exp-perf20000-000074-367150e6,1777537656552,1777537656622,202,70.122
75,exp-perf20000-000075-832172cb,1777537656552,1777537656633,202,81.619
76,exp-perf20000-000076-d077f990,1777537656552,1777537656629,202,77.451
77,exp-perf20000-000077-4c9eee7d,1777537656552,1777537656624,202,71.856
78,exp-perf20000-000078-90d617e3,1777537656552,1777537656628,202,75.694
79,exp-perf20000-000079-e8c216f7,1777537656552,1777537656629,202,76.566
80,exp-perf20000-000080-835e21ad,1777537656552,1777537656623,202,71.339
81,exp-perf20000-000081-27ecfd2f,1777537656552,1777537656631,202,78.467
82,exp-perf20000-000082-5fbc76ff,1777537656552,1777537656629,202,76.401
83,exp-perf20000-000083-44e8f509,1777537656552,1777537656628,202,75.304
84,exp-perf20000-000084-5e7f02e3,1777537656552,1777537656625,202,72.687
85,exp-perf20000-000085-389d88d2,1777537656552,1777537656639,202,86.437
86,exp-perf20000-000086-7ccd7e50,1777537656552,1777537656636,202,83.189
87,exp-perf20000-000087-34fddefb,1777537656553,1777537656635,202,82.506
88,exp-perf20000-000088-a5e974fa,1777537656553,1777537656628,202,75.875
89,exp-perf20000-000089-971a8bf1,1777537656553,1777537656635,202,82.403
90,exp-perf20000-000090-2d934383,1777537656553,1777537656635,202,82.330
91,exp-perf20000-000091-c96d0fea,1777537656553,1777537656632,202,78.993
92,exp-perf20000-000092-5ab50f97,1777537656553,1777537656631,202,77.918
93,exp-perf20000-000093-255ee7e2,1777537656553,1777537656631,202,78.116
94,exp-perf20000-000094-f8a8817f,1777537656553,1777537656635,202,81.375
95,exp-perf20000-000095-e4784826,1777537656553,1777537656636,202,82.666
96,exp-perf20000-000096-ba5a5cbe,1777537656554,1777537656629,202,75.950
97,exp-perf20000-000097-58c3ec86,1777537656554,1777537656636,202,82.738
98,exp-perf20000-000098-fa7df1e4,1777537656554,1777537656638,202,83.888
99,exp-perf20000-000099-dc6f76f1,1777537656554,1777537656640,202,86.156
100,exp-perf20000-000100-4069fd0c,1777537656598,1777537656640,202,42.631
101,exp-perf20000-000101-d7a09630,1777537656598,1777537656637,202,39.232
102,exp-perf20000-000102-62008859,1777537656599,1777537656641,202,42.890
103,exp-perf20000-000103-f282ed4d,1777537656599,1777537656638,202,39.401
104,exp-perf20000-000104-bc0d73d5,1777537656599,1777537656639,202,39.907
105,exp-perf20000-000105-5d94063d,1777537656599,1777537656642,202,42.507
106,exp-perf20000-000106-aa1465b1,1777537656600,1777537656640,202,40.126
107,exp-perf20000-000107-54c4bfb5,1777537656600,1777537656643,202,42.398
108,exp-perf20000-000108-d130d9b8,1777537656601,1777537656643,202,42.400
109,exp-perf20000-000109-3f6f2e07,1777537656601,1777537656641,202,40.012
110,exp-perf20000-000110-86501b96,1777537656602,1777537656642,202,40.222
111,exp-perf20000-000111-6d54adfd,1777537656602,1777537656644,202,42.300
112,exp-perf20000-000112-30342767,1777537656602,1777537656643,202,40.640
113,exp-perf20000-000113-e5e15cf4,1777537656603,1777537656645,202,42.324
114,exp-perf20000-000114-beb4a7bf,1777537656603,1777537656646,202,42.456
115,exp-perf20000-000115-7ef3c972,1777537656603,1777537656644,202,40.354
116,exp-perf20000-000116-da5e6c38,1777537656604,1777537656644,202,40.643
117,exp-perf20000-000117-e3685323,1777537656604,1777537656646,202,42.419
118,exp-perf20000-000118-a9dfd74b,1777537656605,1777537656647,202,42.538
119,exp-perf20000-000119-08eeb9bc,1777537656605,1777537656645,202,40.440
120,exp-perf20000-000120-d0bb11a7,1777537656605,1777537656648,202,42.627
121,exp-perf20000-000121-c9b4abc2,1777537656605,1777537656646,202,40.452
122,exp-perf20000-000122-6cfa3d51,1777537656606,1777537656647,202,40.482
123,exp-perf20000-000123-0250d754,1777537656606,1777537656649,202,42.846
124,exp-perf20000-000124-95acc4cf,1777537656606,1777537656647,202,40.637
125,exp-perf20000-000125-f85d305d,1777537656607,1777537656650,202,43.089
126,exp-perf20000-000126-954e4b4e,1777537656607,1777537656651,202,43.472
127,exp-perf20000-000127-94d7046a,1777537656607,1777537656648,202,40.366
128,exp-perf20000-000128-40614278,1777537656608,1777537656649,202,40.724
129,exp-perf20000-000129-93af13fb,1777537656608,1777537656652,202,44.038
130,exp-perf20000-000130-b0ed4c90,1777537656608,1777537656652,202,43.976
131,exp-perf20000-000131-33bdb91b,1777537656609,1777537656649,202,40.758
132,exp-perf20000-000132-1a3b8030,1777537656609,1777537656653,202,44.038
133,exp-perf20000-000133-580748e7,1777537656609,1777537656651,202,41.643
134,exp-perf20000-000134-23bd08d2,1777537656610,1777537656651,202,40.998
135,exp-perf20000-000135-09be2040,1777537656610,1777537656654,202,43.766
136,exp-perf20000-000136-48b5ce29,1777537656610,1777537656655,202,44.644
137,exp-perf20000-000137-4433843b,1777537656611,1777537656652,202,40.856
138,exp-perf20000-000138-302f20e8,1777537656611,1777537656657,202,45.503
139,exp-perf20000-000139-83591a37,1777537656612,1777537656652,202,40.698
140,exp-perf20000-000140-7fcb7df4,1777537656612,1777537656658,202,45.715
141,exp-perf20000-000141-1bba033b,1777537656612,1777537656653,202,41.173
142,exp-perf20000-000142-d273205e,1777537656613,1777537656654,202,41.600
143,exp-perf20000-000143-1059ec10,1777537656613,1777537656658,202,45.024
144,exp-perf20000-000144-0b2a3c23,1777537656613,1777537656655,202,41.413
145,exp-perf20000-000145-5a7047ac,1777537656614,1777537656659,202,45.140
146,exp-perf20000-000146-fed13c35,1777537656614,1777537656656,202,42.241
147,exp-perf20000-000147-19428cf7,1777537656614,1777537656659,202,45.192
148,exp-perf20000-000148-5878066b,1777537656615,1777537656656,202,41.792
149,exp-perf20000-000149-d1c23750,1777537656615,1777537656660,202,45.296
150,exp-perf20000-000150-dd94e8cd,1777537656615,1777537656657,202,41.262
151,exp-perf20000-000151-fecf099e,1777537656616,1777537656661,202,45.241
152,exp-perf20000-000152-36910196,1777537656616,1777537656663,202,46.086
153,exp-perf20000-000153-06332d1a,1777537656617,1777537656658,202,40.719
154,exp-perf20000-000154-3a604efe,1777537656618,1777537656659,202,41.307
155,exp-perf20000-000155-e4761f6e,1777537656618,1777537656662,202,43.921
156,exp-perf20000-000156-2295a7dc,1777537656618,1777537656664,202,45.503
157,exp-perf20000-000157-5a1cfd6f,1777537656618,1777537656664,202,46.011
158,exp-perf20000-000158-8381f4cd,1777537656618,1777537656662,202,43.502
159,exp-perf20000-000159-d3c4de72,1777537656619,1777537656665,202,46.376
160,exp-perf20000-000160-f1aaa643,1777537656619,1777537656662,202,42.845
161,exp-perf20000-000161-9f998f83,1777537656619,1777537656666,202,46.887
162,exp-perf20000-000162-7e1f3096,1777537656620,1777537656662,202,42.066
163,exp-perf20000-000163-57283b1e,1777537656620,1777537656667,202,46.838
164,exp-perf20000-000164-4ec57849,1777537656620,1777537656662,202,41.986
165,exp-perf20000-000165-a17ef590,1777537656621,1777537656663,202,42.076
166,exp-perf20000-000166-dfd9582f,1777537656621,1777537656667,202,46.038
167,exp-perf20000-000167-0e0b99cc,1777537656622,1777537656664,202,41.953
168,exp-perf20000-000168-e81b1558,1777537656622,1777537656668,202,45.641
169,exp-perf20000-000169-4ff27c32,1777537656622,1777537656665,202,42.232
170,exp-perf20000-000170-b5752e5a,1777537656623,1777537656668,202,45.234
171,exp-perf20000-000171-d8145c13,1777537656623,1777537656665,202,41.844
172,exp-perf20000-000172-b9f05678,1777537656624,1777537656670,202,46.062
173,exp-perf20000-000173-d5d90e03,1777537656624,1777537656667,202,42.532
174,exp-perf20000-000174-4dce7362,1777537656625,1777537656667,202,41.926
175,exp-perf20000-000175-36eea828,1777537656625,1777537656671,202,46.075
176,exp-perf20000-000176-af1e4157,1777537656628,1777537656667,202,39.814
177,exp-perf20000-000177-230ee58b,1777537656628,1777537656669,202,40.752
178,exp-perf20000-000178-0615394e,1777537656628,1777537656669,202,41.196
179,exp-perf20000-000179-afcef2d9,1777537656629,1777537656674,202,45.883
180,exp-perf20000-000180-399b5f66,1777537656629,1777537656673,202,44.387
181,exp-perf20000-000181-22ac7720,1777537656629,1777537656677,202,48.142
182,exp-perf20000-000182-19191c84,1777537656629,1777537656676,202,47.147
183,exp-perf20000-000183-520f3e97,1777537656629,1777537656670,202,40.925
184,exp-perf20000-000184-b9b5a13c,1777537656630,1777537656671,202,41.498
185,exp-perf20000-000185-81177859,1777537656631,1777537656678,202,47.248
186,exp-perf20000-000186-5c33637b,1777537656631,1777537656672,202,41.466
187,exp-perf20000-000187-d70b57d2,1777537656631,1777537656679,202,47.696
188,exp-perf20000-000188-9fdfbc58,1777537656632,1777537656679,202,47.421
189,exp-perf20000-000189-03f36f71,1777537656633,1777537656681,202,47.589
190,exp-perf20000-000190-917e3480,1777537656635,1777537656673,202,37.777
191,exp-perf20000-000191-c6e05d41,1777537656635,1777537656682,202,46.758
192,exp-perf20000-000192-221452e0,1777537656635,1777537656673,202,37.987
193,exp-perf20000-000193-d4e1c73e,1777537656635,1777537656674,202,38.589
194,exp-perf20000-000194-90e56d6d,1777537656636,1777537656675,202,39.093
195,exp-perf20000-000195-4860eb80,1777537656636,1777537656683,202,46.344
196,exp-perf20000-000196-9ff72b4f,1777537656636,1777537656675,202,38.887
197,exp-perf20000-000197-756dc009,1777537656637,1777537656676,202,39.026
198,exp-perf20000-000198-7ac608f0,1777537656638,1777537656683,202,45.537
199,exp-perf20000-000199-8895982e,1777537656638,1777537656677,202,39.211
200,exp-perf20000-000200-4253f814,1777537656639,1777537656684,202,45.074
201,exp-perf20000-000201-ba49dde3,1777537656639,1777537656680,202,40.234
202,exp-perf20000-000202-200a3a64,1777537656640,1777537656685,202,44.543
203,exp-perf20000-000203-2e1f77e6,1777537656640,1777537656680,202,40.182
204,exp-perf20000-000204-6005a058,1777537656640,1777537656685,202,44.785
205,exp-perf20000-000205-a792bb55,1777537656641,1777537656681,202,40.165
206,exp-perf20000-000206-5b3691ef,1777537656641,1777537656686,202,44.517
207,exp-perf20000-000207-f40ab377,1777537656642,1777537656682,202,40.251
208,exp-perf20000-000208-0eb46d3c,1777537656642,1777537656687,202,44.667
209,exp-perf20000-000209-a6e10270,1777537656643,1777537656687,202,44.580
210,exp-perf20000-000210-319152a2,1777537656643,1777537656683,202,39.722
211,exp-perf20000-000211-dfe97119,1777537656643,1777537656688,202,44.779
212,exp-perf20000-000212-88bebf2b,1777537656644,1777537656683,202,39.632
213,exp-perf20000-000213-b1209949,1777537656644,1777537656689,202,45.011
214,exp-perf20000-000214-e1f58b0f,1777537656645,1777537656684,202,39.564
215,exp-perf20000-000215-c8db7ae5,1777537656645,1777537656690,202,44.764
216,exp-perf20000-000216-982b7b97,1777537656645,1777537656685,202,39.855
217,exp-perf20000-000217-072f5883,1777537656646,1777537656691,202,45.193
218,exp-perf20000-000218-9ebd5c63,1777537656646,1777537656686,202,39.960
219,exp-perf20000-000219-2caaf7b1,1777537656646,1777537656691,202,44.905
220,exp-perf20000-000220-928998cf,1777537656647,1777537656687,202,40.032
221,exp-perf20000-000221-4bf2596b,1777537656647,1777537656692,202,45.263
222,exp-perf20000-000222-d519ab2b,1777537656647,1777537656687,202,39.950
223,exp-perf20000-000223-8efd95a1,1777537656648,1777537656688,202,40.167
224,exp-perf20000-000224-563a7625,1777537656648,1777537656693,202,45.452
225,exp-perf20000-000225-ca896cf8,1777537656649,1777537656689,202,40.141
226,exp-perf20000-000226-81729557,1777537656649,1777537656694,202,45.086
227,exp-perf20000-000227-46a6a37c,1777537656649,1777537656689,202,40.075
228,exp-perf20000-000228-90d23535,1777537656650,1777537656695,202,45.170
229,exp-perf20000-000229-75373173,1777537656651,1777537656696,202,45.021
230,exp-perf20000-000230-81bf0626,1777537656651,1777537656691,202,39.987
231,exp-perf20000-000231-c96f25c1,1777537656651,1777537656692,202,40.680
232,exp-perf20000-000232-58526cc5,1777537656652,1777537656692,202,40.387
233,exp-perf20000-000233-ae04b743,1777537656652,1777537656696,202,44.482
234,exp-perf20000-000234-b6562adf,1777537656652,1777537656693,202,40.681
235,exp-perf20000-000235-aa7d83d9,1777537656652,1777537656698,202,45.216
236,exp-perf20000-000236-a93ea950,1777537656653,1777537656699,202,45.556
237,exp-perf20000-000237-0995d4e1,1777537656653,1777537656694,202,40.664
238,exp-perf20000-000238-dd85ca09,1777537656654,1777537656699,202,45.159
239,exp-perf20000-000239-da4ec194,1777537656654,1777537656695,202,40.705
240,exp-perf20000-000240-5700782d,1777537656655,1777537656695,202,40.743
241,exp-perf20000-000241-43c7e154,1777537656655,1777537656700,202,44.457
242,exp-perf20000-000242-be5a1cba,1777537656656,1777537656696,202,39.953
243,exp-perf20000-000243-48dd5f03,1777537656656,1777537656697,202,40.413
244,exp-perf20000-000244-1f27aff4,1777537656657,1777537656698,202,41.116
245,exp-perf20000-000245-c876f000,1777537656657,1777537656700,202,43.410
246,exp-perf20000-000246-a5b822e0,1777537656658,1777537656701,202,43.340
247,exp-perf20000-000247-aec6e53c,1777537656658,1777537656702,202,43.781
248,exp-perf20000-000248-8d71a22a,1777537656658,1777537656698,202,40.274
249,exp-perf20000-000249-1eb98eb0,1777537656659,1777537656702,202,43.551
250,exp-perf20000-000250-406c973b,1777537656659,1777537656699,202,39.948
251,exp-perf20000-000251-c4b6dc9e,1777537656659,1777537656703,202,43.654
252,exp-perf20000-000252-0d396a38,1777537656660,1777537656704,202,43.578
253,exp-perf20000-000253-80e6ea42,1777537656661,1777537656704,202,43.138
254,exp-perf20000-000254-e01c6def,1777537656662,1777537656700,202,37.894
255,exp-perf20000-000255-d10c74df,1777537656662,1777537656701,202,38.781
256,exp-perf20000-000256-f6da93fe,1777537656662,1777537656700,202,38.359
257,exp-perf20000-000257-7b9bae25,1777537656662,1777537656702,202,39.834
258,exp-perf20000-000258-18724600,1777537656662,1777537656703,202,40.613
259,exp-perf20000-000259-d8912e51,1777537656663,1777537656705,202,42.644
260,exp-perf20000-000260-7ac32ee0,1777537656663,1777537656704,202,41.240
261,exp-perf20000-000261-bfafacbd,1777537656664,1777537656706,202,42.263
262,exp-perf20000-000262-4d1dae84,1777537656664,1777537656705,202,41.062
263,exp-perf20000-000263-4c9e0805,1777537656664,1777537656707,202,42.306
264,exp-perf20000-000264-d303fb4b,1777537656665,1777537656706,202,40.805
265,exp-perf20000-000265-b96aac5c,1777537656665,1777537656708,202,42.523
266,exp-perf20000-000266-9f460e75,1777537656665,1777537656706,202,40.928
267,exp-perf20000-000267-0ac32d3f,1777537656666,1777537656708,202,41.822
268,exp-perf20000-000268-39214eda,1777537656667,1777537656707,202,40.265
269,exp-perf20000-000269-2bdf30b2,1777537656667,1777537656709,202,42.364
270,exp-perf20000-000270-3c9d1b33,1777537656667,1777537656708,202,40.845
271,exp-perf20000-000271-3742032c,1777537656667,1777537656711,202,44.034
272,exp-perf20000-000272-4fc9aec8,1777537656668,1777537656709,202,41.063
273,exp-perf20000-000273-c87d91ea,1777537656668,1777537656713,202,45.052
274,exp-perf20000-000274-c37362f3,1777537656668,1777537656714,202,45.205
275,exp-perf20000-000275-e49ed1ae,1777537656669,1777537656710,202,40.916
276,exp-perf20000-000276-7653c6e4,1777537656669,1777537656711,202,41.092
277,exp-perf20000-000277-af4cabc1,1777537656670,1777537656716,202,45.862
278,exp-perf20000-000278-cfb8e427,1777537656670,1777537656711,202,41.165
279,exp-perf20000-000279-72728f82,1777537656671,1777537656712,202,41.080
280,exp-perf20000-000280-06433dfd,1777537656671,1777537656716,202,44.353
281,exp-perf20000-000281-e11e3a1e,1777537656672,1777537656714,202,41.313
282,exp-perf20000-000282-7a0dd293,1777537656673,1777537656715,202,42.087
283,exp-perf20000-000283-df2ec1dd,1777537656673,1777537656716,202,42.883
284,exp-perf20000-000284-3f8b596b,1777537656673,1777537656715,202,41.886
285,exp-perf20000-000285-bbdbc123,1777537656674,1777537656716,202,42.207
286,exp-perf20000-000286-7809a754,1777537656675,1777537656717,202,42.081
287,exp-perf20000-000287-7997730d,1777537656675,1777537656717,202,42.323
288,exp-perf20000-000288-13494413,1777537656675,1777537656718,202,42.537
289,exp-perf20000-000289-259a40fe,1777537656676,1777537656717,202,41.225
290,exp-perf20000-000290-632d8651,1777537656676,1777537656720,202,43.272
291,exp-perf20000-000291-0e487824,1777537656677,1777537656720,202,42.527
292,exp-perf20000-000292-5552f1a5,1777537656677,1777537656721,202,43.401
293,exp-perf20000-000293-3d1d7150,1777537656678,1777537656720,202,41.803
294,exp-perf20000-000294-1f80e1eb,1777537656679,1777537656720,202,40.826
295,exp-perf20000-000295-0dcd19ca,1777537656679,1777537656721,202,41.234
296,exp-perf20000-000296-b6d997da,1777537656680,1777537656721,202,41.590
297,exp-perf20000-000297-9c9fd62a,1777537656681,1777537656723,202,42.141
298,exp-perf20000-000298-f76e7640,1777537656681,1777537656722,202,40.509
299,exp-perf20000-000299-b18f0d1d,1777537656681,1777537656723,202,41.704
300,exp-perf20000-000300-fc704c13,1777537656682,1777537656722,202,40.489
301,exp-perf20000-000301-8cb77946,1777537656682,1777537656724,202,41.442
302,exp-perf20000-000302-fbb2a375,1777537656683,1777537656723,202,40.621
303,exp-perf20000-000303-a11d0a07,1777537656683,1777537656725,202,41.999
304,exp-perf20000-000304-881ecffd,1777537656683,1777537656724,202,41.132
305,exp-perf20000-000305-6cb9d75d,1777537656683,1777537656726,202,42.528
306,exp-perf20000-000306-d86744ed,1777537656684,1777537656727,202,42.713
307,exp-perf20000-000307-8a236aa6,1777537656684,1777537656727,202,42.874
308,exp-perf20000-000308-5c619146,1777537656685,1777537656726,202,41.863
309,exp-perf20000-000309-c761019e,1777537656685,1777537656728,202,42.779
310,exp-perf20000-000310-e8817208,1777537656685,1777537656727,202,41.519
311,exp-perf20000-000311-2d13dda8,1777537656686,1777537656728,202,42.462
312,exp-perf20000-000312-12ac4c5d,1777537656686,1777537656728,202,41.775
313,exp-perf20000-000313-1fa6dae7,1777537656687,1777537656729,202,42.774
314,exp-perf20000-000314-75866b66,1777537656687,1777537656728,202,41.677
315,exp-perf20000-000315-a9289bdc,1777537656687,1777537656730,202,42.565
316,exp-perf20000-000316-113be1cd,1777537656687,1777537656729,202,41.691
317,exp-perf20000-000317-2c6b9802,1777537656688,1777537656731,202,42.655
318,exp-perf20000-000318-ebabf124,1777537656688,1777537656730,202,41.858
319,exp-perf20000-000319-79d06382,1777537656689,1777537656731,202,42.497
320,exp-perf20000-000320-c7d4cebe,1777537656689,1777537656731,202,41.813
321,exp-perf20000-000321-7f2897bd,1777537656690,1777537656733,202,43.042
322,exp-perf20000-000322-14c504f9,1777537656690,1777537656732,202,41.766
323,exp-perf20000-000323-8ca077ad,1777537656691,1777537656733,202,42.256
324,exp-perf20000-000324-d7acec26,1777537656691,1777537656733,202,41.646
325,exp-perf20000-000325-8a2e9d82,1777537656691,1777537656733,202,41.977
326,exp-perf20000-000326-a8dc1634,1777537656692,1777537656734,202,42.176
327,exp-perf20000-000327-611fa4bf,1777537656692,1777537656735,202,42.785
328,exp-perf20000-000328-262ff706,1777537656693,1777537656734,202,41.096
329,exp-perf20000-000329-7f1b8e7d,1777537656693,1777537656736,202,42.636
330,exp-perf20000-000330-970fda46,1777537656693,1777537656734,202,40.898
331,exp-perf20000-000331-d30532c2,1777537656694,1777537656735,202,41.172
332,exp-perf20000-000332-c48ec3f2,1777537656694,1777537656737,202,42.411
333,exp-perf20000-000333-1ea94dcb,1777537656695,1777537656737,202,41.731
334,exp-perf20000-000334-07ba8dc5,1777537656695,1777537656738,202,42.860
335,exp-perf20000-000335-0f2c664a,1777537656696,1777537656739,202,43.060
336,exp-perf20000-000336-8b6aa1fd,1777537656696,1777537656740,202,43.970
337,exp-perf20000-000337-3c4e70db,1777537656696,1777537656739,202,43.017
338,exp-perf20000-000338-805afe28,1777537656697,1777537656741,202,44.748
339,exp-perf20000-000339-cf96b651,1777537656697,1777537656740,202,43.364
340,exp-perf20000-000340-892ef143,1777537656698,1777537656742,202,44.638
341,exp-perf20000-000341-80000d54,1777537656698,1777537656741,202,42.676
342,exp-perf20000-000342-b858c946,1777537656698,1777537656741,202,42.898
343,exp-perf20000-000343-c82d130f,1777537656699,1777537656743,202,44.272
344,exp-perf20000-000344-1c2862cb,1777537656699,1777537656742,202,42.739
345,exp-perf20000-000345-d8ea7dc9,1777537656699,1777537656744,202,44.624
346,exp-perf20000-000346-ccacc340,1777537656700,1777537656745,202,45.040
347,exp-perf20000-000347-84a29936,1777537656700,1777537656743,202,42.883
348,exp-perf20000-000348-216195d0,1777537656700,1777537656746,202,45.640
349,exp-perf20000-000349-906d5952,1777537656701,1777537656743,202,42.883
350,exp-perf20000-000350-1cb1ae68,1777537656701,1777537656744,202,43.265
351,exp-perf20000-000351-df492b55,1777537656701,1777537656748,202,46.587
352,exp-perf20000-000352-ae1e7be1,1777537656702,1777537656748,202,46.618
353,exp-perf20000-000353-e73f4a00,1777537656702,1777537656745,202,42.603
354,exp-perf20000-000354-0827aa25,1777537656702,1777537656749,202,46.271
355,exp-perf20000-000355-73514538,1777537656703,1777537656746,202,42.571
356,exp-perf20000-000356-f6ccbd10,1777537656703,1777537656750,202,46.433
357,exp-perf20000-000357-30481bc8,1777537656704,1777537656750,202,46.263
358,exp-perf20000-000358-59625a3d,1777537656704,1777537656746,202,41.946
359,exp-perf20000-000359-9a6de20b,1777537656705,1777537656751,202,46.468
360,exp-perf20000-000360-faebfe35,1777537656705,1777537656747,202,42.227
361,exp-perf20000-000361-3ec51a67,1777537656705,1777537656751,202,46.216
362,exp-perf20000-000362-817132a7,1777537656706,1777537656748,202,42.490
363,exp-perf20000-000363-4892eef8,1777537656706,1777537656752,202,46.173
364,exp-perf20000-000364-02092458,1777537656706,1777537656749,202,42.693
365,exp-perf20000-000365-c4972f62,1777537656707,1777537656753,202,45.957
366,exp-perf20000-000366-a95e921f,1777537656707,1777537656750,202,42.867
367,exp-perf20000-000367-3f17f818,1777537656708,1777537656753,202,45.719
368,exp-perf20000-000368-f66f6b33,1777537656708,1777537656750,202,42.492
369,exp-perf20000-000369-411ee2c8,1777537656708,1777537656754,202,45.775
370,exp-perf20000-000370-8f123433,1777537656709,1777537656751,202,42.184
