zt-php-worker  | [perf-saga-step1] ts=1777537100.760407 orderId=48673a07-884c-40bd-9cf3-5d73a1059120 traceId=exp-perf5000-000022-e2ca784f
zt-php-worker  | [perf-saga-step1] ts=1777537105.324649 orderId=32d48caa-11cf-42e0-8094-d59239381b3f traceId=exp-perf5000-000047-d489e061
zt-php-worker  | [perf-saga-complete] ts=1777537105.413906 orderId=33370364-908a-4aa8-a65e-bc7a2ec42d91
zt-php-worker  | [perf-saga-step1] ts=1777537105.436528 orderId=138ca56c-446b-473d-8c73-e2f146feaad3 traceId=exp-perf5000-000023-4fb891b2
zt-php-worker  | [perf-saga-complete] ts=1777537105.526556 orderId=3dd1f38a-3408-4ed0-a2d9-70f5de694a4b
zt-php-worker  | [perf-saga-step1] ts=1777537105.549045 orderId=148f86da-280c-4e0b-ab65-599bbf266063 traceId=exp-perf5000-000026-e8abbb68
zt-php-worker  | [perf-saga-complete] ts=1777537105.635657 orderId=d84926ae-c56b-493a-a5e9-3d39efc2d35f
zt-php-worker  | [perf-saga-step1] ts=1777537105.662194 orderId=0e97592c-cbd6-4c40-99e0-f7fc0538bf6f traceId=exp-perf5000-000046-1aa05f6e
zt-php-worker  | [perf-saga-complete] ts=1777537105.749719 orderId=32d48caa-11cf-42e0-8094-d59239381b3f
zt-php-worker  | [perf-saga-step1] ts=1777537105.782743 orderId=83162de2-73e6-4b78-918d-ef3a2fbdbddd traceId=exp-perf5000-000025-0a55fa4a
zt-php-worker  | [perf-saga-complete] ts=1777537105.875163 orderId=138ca56c-446b-473d-8c73-e2f146feaad3
zt-php-worker  | [perf-saga-step1] ts=1777537105.900393 orderId=249337c0-ed17-4a7a-90c2-d684fa9afea2 traceId=exp-perf5000-000010-3b89955d
zt-php-worker  | [perf-saga-complete] ts=1777537106.006905 orderId=148f86da-280c-4e0b-ab65-599bbf266063
zt-php-worker  | [perf-saga-step1] ts=1777537106.031615 orderId=d170ea0a-5dbc-4110-ade6-04a9fce5b0b4 traceId=exp-perf5000-000067-c2af8b3e
zt-php-worker  | [perf-saga-complete] ts=1777537106.119630 orderId=0e97592c-cbd6-4c40-99e0-f7fc0538bf6f
zt-php-worker  | [perf-saga-step1] ts=1777537106.143141 orderId=a69cd5e3-9434-498a-b3c4-f049f996ffc4 traceId=exp-perf5000-000009-70a4a9a7
zt-php-worker  | [perf-saga-complete] ts=1777537106.235394 orderId=83162de2-73e6-4b78-918d-ef3a2fbdbddd
zt-php-worker  | [perf-saga-step1] ts=1777537106.257860 orderId=2a2cb467-a383-4162-8b80-6ac69e5b6be5 traceId=exp-perf5000-000064-e91baa6e
zt-php-worker  | [perf-saga-complete] ts=1777537106.357738 orderId=249337c0-ed17-4a7a-90c2-d684fa9afea2
zt-php-worker  | [perf-saga-step1] ts=1777537106.383006 orderId=40d10729-4f18-4cd3-8bca-383a814f1339 traceId=exp-perf5000-000007-754926e9
zt-php-worker  | [perf-saga-complete] ts=1777537106.469275 orderId=d170ea0a-5dbc-4110-ade6-04a9fce5b0b4
zt-php-worker  | [perf-saga-step1] ts=1777537106.491328 orderId=21333836-c9cd-4114-89aa-03299762304c traceId=exp-perf5000-000061-90ed6bf4
zt-php-worker  | [perf-saga-complete] ts=1777537106.576231 orderId=a69cd5e3-9434-498a-b3c4-f049f996ffc4
zt-php-worker  | [perf-saga-step1] ts=1777537106.598860 orderId=b65b641c-e77e-42fc-9b13-4ab5ea6cbd10 traceId=exp-perf5000-000006-84dc50fb
zt-php-worker  | [perf-saga-complete] ts=1777537106.688310 orderId=2a2cb467-a383-4162-8b80-6ac69e5b6be5
zt-php-worker  | [perf-saga-step1] ts=1777537106.712695 orderId=49716351-dbc9-4ed9-b212-ea7c21f580f8 traceId=exp-perf5000-000099-c4399509
zt-php-worker  | [perf-saga-complete] ts=1777537106.799816 orderId=40d10729-4f18-4cd3-8bca-383a814f1339
zt-php-worker  | [perf-saga-step1] ts=1777537106.821826 orderId=0e44c97d-1d76-4ed8-8b50-ff91d3c95065 traceId=exp-perf5000-000004-fa595dfb
zt-php-worker  | [perf-saga-complete] ts=1777537106.906646 orderId=21333836-c9cd-4114-89aa-03299762304c
zt-php-worker  | [perf-saga-step1] ts=1777537106.928949 orderId=020d122d-e8b2-4f1c-9eb5-246d0efa9122 traceId=exp-perf5000-000068-ca09cb0c
zt-php-worker  | [perf-saga-complete] ts=1777537107.017637 orderId=b65b641c-e77e-42fc-9b13-4ab5ea6cbd10
zt-php-worker  | [perf-saga-step1] ts=1777537107.041212 orderId=a34786c6-a975-4e8f-bc79-8fad795c0f46 traceId=exp-perf5000-000045-5c8267e7
zt-php-worker  | [perf-saga-complete] ts=1777537107.130550 orderId=49716351-dbc9-4ed9-b212-ea7c21f580f8
zt-php-worker  | [perf-saga-step1] ts=1777537107.153904 orderId=cbe84c5e-82f9-42fb-aaae-e123141a31ff traceId=exp-perf5000-000081-d58297bc
zt-php-worker  | [perf-saga-complete] ts=1777537107.248051 orderId=0e44c97d-1d76-4ed8-8b50-ff91d3c95065
zt-php-worker  | [perf-saga-step1] ts=1777537107.270505 orderId=b51bc4e8-a1a1-4b19-adcc-73262c5c21ee traceId=exp-perf5000-000043-5b02d0c1
zt-php-worker  | [perf-saga-complete] ts=1777537107.357641 orderId=020d122d-e8b2-4f1c-9eb5-246d0efa9122
zt-php-worker  | [perf-saga-step1] ts=1777537107.401454 orderId=a4ab6502-ebf3-402c-b44a-3afabd135c5d traceId=exp-perf5000-000080-87fb49e5
zt-php-worker  | [perf-saga-complete] ts=1777537107.499182 orderId=a34786c6-a975-4e8f-bc79-8fad795c0f46
zt-php-worker  | [perf-saga-step1] ts=1777537107.535657 orderId=fa553384-9899-4bd3-b4cc-ff62a707e8b0 traceId=exp-perf5000-000057-95286157
zt-php-worker  | [perf-saga-complete] ts=1777537107.641709 orderId=cbe84c5e-82f9-42fb-aaae-e123141a31ff
zt-php-worker  | [perf-saga-step1] ts=1777537107.671990 orderId=dacf9a75-094a-44fb-8d59-0542993aa239 traceId=exp-perf5000-000079-cf57be82
zt-php-worker  | [perf-saga-complete] ts=1777537107.772582 orderId=b51bc4e8-a1a1-4b19-adcc-73262c5c21ee
zt-php-worker  | [perf-saga-step1] ts=1777537107.797108 orderId=0c2377a4-f15f-46bd-a204-801af8fa0f85 traceId=exp-perf5000-000056-0e28f731
zt-php-worker  | [perf-saga-complete] ts=1777537107.942462 orderId=a4ab6502-ebf3-402c-b44a-3afabd135c5d
zt-php-worker  | [perf-saga-step1] ts=1777537107.972364 orderId=af9ba616-0f64-4be7-be2a-226f72ea18e6 traceId=exp-perf5000-000078-f17e46ed
zt-php-worker  | [perf-saga-complete] ts=1777537108.065356 orderId=fa553384-9899-4bd3-b4cc-ff62a707e8b0
zt-php-worker  | [perf-saga-step1] ts=1777537108.087991 orderId=bb4cb556-67ac-45b9-a34b-bee7d804344c traceId=exp-perf5000-000051-92396b44
zt-php-worker  | [perf-saga-complete] ts=1777537108.173336 orderId=dacf9a75-094a-44fb-8d59-0542993aa239
zt-php-worker  | [perf-saga-step1] ts=1777537108.196002 orderId=2fe1b7cc-38d9-4114-b285-c435528f8676 traceId=exp-perf5000-000059-d2434f51
zt-php-worker  | [perf-saga-complete] ts=1777537108.282110 orderId=0c2377a4-f15f-46bd-a204-801af8fa0f85
zt-php-worker  | [perf-saga-step1] ts=1777537108.304918 orderId=199e93ef-9d9e-4850-8f85-b5cd52366cb6 traceId=exp-perf5000-000052-c46b0401
zt-php-worker  | [perf-saga-complete] ts=1777537108.391516 orderId=af9ba616-0f64-4be7-be2a-226f72ea18e6
zt-php-worker  | [perf-saga-step1] ts=1777537108.421644 orderId=8b700800-9fd8-4dbb-ad58-47747b5a5548 traceId=exp-perf5000-000058-d78afda0
zt-php-worker  | [perf-saga-complete] ts=1777537108.513263 orderId=bb4cb556-67ac-45b9-a34b-bee7d804344c
zt-php-worker  | [perf-saga-step1] ts=1777537108.537376 orderId=a1674db9-1ebc-4db2-b30c-eea6d63acc6b traceId=exp-perf5000-000066-dd4aeca5
zt-php-worker  | [perf-saga-complete] ts=1777537108.625576 orderId=2fe1b7cc-38d9-4114-b285-c435528f8676
zt-php-worker  | [perf-saga-step1] ts=1777537108.648112 orderId=462407dd-9939-4f77-8aba-367672480515 traceId=exp-perf5000-000093-2a1efe5d
zt-php-worker  | [perf-saga-complete] ts=1777537108.737300 orderId=199e93ef-9d9e-4850-8f85-b5cd52366cb6
zt-php-worker  | [perf-saga-step1] ts=1777537108.760175 orderId=d7e93543-98b5-43fd-9379-2ae2d894d549 traceId=exp-perf5000-000076-efc764a0
zt-php-worker  | [perf-saga-complete] ts=1777537108.874939 orderId=8b700800-9fd8-4dbb-ad58-47747b5a5548
zt-php-worker  | [perf-saga-step1] ts=1777537108.899621 orderId=a6100948-6418-49cd-97ce-0ef1fd2b2b0e traceId=exp-perf5000-000092-93b955ec
zt-php-worker  | [perf-saga-complete] ts=1777537108.985352 orderId=a1674db9-1ebc-4db2-b30c-eea6d63acc6b
zt-php-worker  | [perf-saga-step1] ts=1777537109.007861 orderId=5006818e-7925-4b20-bbd9-6305d92e6793 traceId=exp-perf5000-000070-990dc016
zt-php-worker  | [perf-saga-complete] ts=1777537109.092931 orderId=462407dd-9939-4f77-8aba-367672480515
zt-php-worker  | [perf-saga-step1] ts=1777537109.117428 orderId=7556a013-7ea1-458b-a019-769def964e7e traceId=exp-perf5000-000090-c0e94be1
zt-php-worker  | [perf-saga-complete] ts=1777537109.208898 orderId=d7e93543-98b5-43fd-9379-2ae2d894d549
zt-php-worker  | [perf-saga-step1] ts=1777537109.236113 orderId=1cf81d11-d145-4551-a7b9-f8d259e08abe traceId=exp-perf5000-000096-8fe7428d
zt-php-worker  | [perf-saga-complete] ts=1777537109.326696 orderId=a6100948-6418-49cd-97ce-0ef1fd2b2b0e
zt-php-worker  | [perf-saga-step1] ts=1777537109.351317 orderId=bd0e69b5-ea1d-4050-9df8-267f7902898f traceId=exp-perf5000-000088-dba12168
zt-php-worker  | [perf-saga-complete] ts=1777537109.444799 orderId=5006818e-7925-4b20-bbd9-6305d92e6793
zt-php-worker  | [perf-saga-step1] ts=1777537109.469729 orderId=acfb16e9-65e0-4714-8262-9e4bd350079d traceId=exp-perf5000-000086-b9b59b1d
zt-php-worker  | [perf-saga-complete] ts=1777537109.556159 orderId=7556a013-7ea1-458b-a019-769def964e7e
zt-php-worker  | [perf-saga-step1] ts=1777537109.579034 orderId=7a84a807-6a0f-48a9-8961-a712179bc974 traceId=exp-perf5000-000085-b0628296
zt-php-worker  | [perf-saga-complete] ts=1777537109.666874 orderId=1cf81d11-d145-4551-a7b9-f8d259e08abe
zt-php-worker  | [perf-saga-step1] ts=1777537109.688625 orderId=8e466f18-0ed2-4d8d-87f5-33f415edd4a9 traceId=exp-perf5000-000084-3cf80b4f
zt-php-worker  | [perf-saga-complete] ts=1777537109.780564 orderId=bd0e69b5-ea1d-4050-9df8-267f7902898f
zt-php-worker  | [perf-saga-step1] ts=1777537109.803760 orderId=b967f437-9de6-46e9-bd35-d7536d91b047 traceId=exp-perf5000-000008-c1927c80
zt-php-worker  | [perf-saga-complete] ts=1777537109.895793 orderId=acfb16e9-65e0-4714-8262-9e4bd350079d
zt-php-worker  | [perf-saga-step1] ts=1777537109.918485 orderId=2320b143-3672-4f04-8296-c5acf9fd71a7 traceId=exp-perf5000-000005-68f8588e
zt-php-worker  | [perf-saga-complete] ts=1777537110.034707 orderId=7a84a807-6a0f-48a9-8961-a712179bc974
zt-php-worker  | [perf-saga-step1] ts=1777537110.057683 orderId=740c0301-823f-48ce-a959-f498361cb37e traceId=exp-perf5000-000077-4f6d1d4b
zt-php-worker  | [perf-saga-complete] ts=1777537110.144723 orderId=8e466f18-0ed2-4d8d-87f5-33f415edd4a9
zt-php-worker  | [perf-saga-step1] ts=1777537110.168814 orderId=027f64f1-2433-4122-8ab2-6f5bceef4091 traceId=exp-perf5000-000071-3a1b7bd0
zt-php-worker  | [perf-saga-complete] ts=1777537110.256285 orderId=b967f437-9de6-46e9-bd35-d7536d91b047
zt-php-worker  | [perf-saga-step1] ts=1777537110.280559 orderId=9fc52035-cd7c-457b-9477-7be8d801bd4d traceId=exp-perf5000-000069-00486ee3
zt-php-worker  | [perf-saga-complete] ts=1777537110.378267 orderId=2320b143-3672-4f04-8296-c5acf9fd71a7
zt-php-worker  | [perf-saga-step1] ts=1777537110.407676 orderId=b32775d4-dc5a-426b-a2c5-82bbecfd36b6 traceId=exp-perf5000-000091-11206157
zt-php-worker  | [perf-saga-complete] ts=1777537110.510239 orderId=740c0301-823f-48ce-a959-f498361cb37e
zt-php-worker  | [perf-saga-step1] ts=1777537110.535895 orderId=1bfcdac2-b8ea-4212-97c3-f5cfe293ec66 traceId=exp-perf5000-000075-e0174b7b
zt-php-worker  | [perf-saga-complete] ts=1777537110.632238 orderId=027f64f1-2433-4122-8ab2-6f5bceef4091
zt-php-worker  | [perf-saga-step1] ts=1777537110.654856 orderId=a49e0cc5-5ea9-443b-a914-7210349ba62c traceId=exp-perf5000-000003-93ad8f60
zt-php-worker  | [perf-saga-complete] ts=1777537110.740578 orderId=9fc52035-cd7c-457b-9477-7be8d801bd4d
zt-php-worker  | [perf-saga-step1] ts=1777537110.763240 orderId=5d12f924-4e2e-408a-ba02-d4c017121ddb traceId=exp-perf5000-000083-a0c74588
zt-php-worker  | [perf-saga-complete] ts=1777537110.848762 orderId=b32775d4-dc5a-426b-a2c5-82bbecfd36b6
zt-php-worker  | [perf-saga-step1] ts=1777537110.871411 orderId=2df62717-169e-4489-9d25-974957ff29d7 traceId=exp-perf5000-000002-68624ffe
zt-php-worker  | [perf-saga-complete] ts=1777537110.956471 orderId=1bfcdac2-b8ea-4212-97c3-f5cfe293ec66
zt-php-worker  | [perf-saga-step1] ts=1777537110.982400 orderId=b3c51575-b6fd-4b8a-8b46-94b28ace8ce8 traceId=exp-perf5000-000065-89fd354d
zt-php-worker  | [perf-saga-complete] ts=1777537111.068613 orderId=a49e0cc5-5ea9-443b-a914-7210349ba62c
zt-php-worker  | [perf-saga-step1] ts=1777537111.090730 orderId=5a145d73-8cdc-4dbe-a52b-8921f3302f48 traceId=exp-perf5000-000001-631b0987
zt-php-worker  | [perf-saga-complete] ts=1777537111.177572 orderId=5d12f924-4e2e-408a-ba02-d4c017121ddb
zt-php-worker  | [perf-saga-step1] ts=1777537111.204210 orderId=0bf7ca1e-6f11-432a-8692-dffbdfb49b93 traceId=exp-perf5000-000062-ba4dcd10
zt-php-worker  | [perf-saga-complete] ts=1777537111.293834 orderId=2df62717-169e-4489-9d25-974957ff29d7
zt-php-worker  | [perf-saga-step1] ts=1777537111.317603 orderId=cc8973ad-7dfd-4bdd-b764-3cdd6168dc26 traceId=exp-perf5000-000050-f4cc08d6
zt-php-worker  | [perf-saga-complete] ts=1777537111.406184 orderId=b3c51575-b6fd-4b8a-8b46-94b28ace8ce8
zt-php-worker  | [perf-saga-step1] ts=1777537111.428709 orderId=b8ebabd4-eedb-44f4-9173-7d2831d8b3bf traceId=exp-perf5000-000049-f3c662b0
zt-php-worker  | [perf-saga-complete] ts=1777537111.520490 orderId=5a145d73-8cdc-4dbe-a52b-8921f3302f48
zt-php-worker  | [perf-saga-step1] ts=1777537111.544344 orderId=410c043f-d69b-423e-ab35-a6be86d5fa85 traceId=exp-perf5000-000063-824a2c3d
zt-php-worker  | [perf-saga-complete] ts=1777537111.631254 orderId=0bf7ca1e-6f11-432a-8692-dffbdfb49b93
zt-php-worker  | [perf-saga-step1] ts=1777537111.654337 orderId=28b0572a-d0e1-4d63-b8aa-cfaadb6595fe traceId=exp-perf5000-000087-adbda0a5
zt-php-worker  | [perf-saga-complete] ts=1777537111.741156 orderId=cc8973ad-7dfd-4bdd-b764-3cdd6168dc26
zt-php-worker  | [perf-saga-step1] ts=1777537111.763064 orderId=9a3436cf-bb52-43d6-8f4d-67fb130dd48c traceId=exp-perf5000-000044-c6d7ad4b
zt-php-worker  | [perf-saga-complete] ts=1777537111.856569 orderId=b8ebabd4-eedb-44f4-9173-7d2831d8b3bf
zt-php-worker  | [perf-saga-step1] ts=1777537111.880289 orderId=4ae8ecbf-fab1-4e79-a4b9-e224ef314124 traceId=exp-perf5000-000094-794b9097
zt-php-worker  | [perf-saga-complete] ts=1777537111.972126 orderId=410c043f-d69b-423e-ab35-a6be86d5fa85
zt-php-worker  | [perf-saga-step1] ts=1777537111.996852 orderId=4613e7c2-7497-4b65-b101-725ce969b671 traceId=exp-perf5000-000054-8ce5f4ca
zt-php-worker  | [perf-saga-complete] ts=1777537112.084278 orderId=28b0572a-d0e1-4d63-b8aa-cfaadb6595fe
zt-php-worker  | [perf-saga-step1] ts=1777537112.107094 orderId=063dc9ae-887a-4306-a617-4257bccb0352 traceId=exp-perf5000-000098-3d06b226
zt-php-worker  | [perf-saga-complete] ts=1777537112.196458 orderId=9a3436cf-bb52-43d6-8f4d-67fb130dd48c
zt-php-worker  | [perf-saga-step1] ts=1777537112.219141 orderId=8366a8b2-7c03-44e5-a8f9-a6e8608e43c5 traceId=exp-perf5000-000053-1b6cf7db
zt-php-worker  | [perf-saga-complete] ts=1777537112.303801 orderId=4ae8ecbf-fab1-4e79-a4b9-e224ef314124
zt-php-worker  | [perf-saga-step1] ts=1777537112.327350 orderId=e65059b6-3f39-46bc-a824-6ad9e32631cb traceId=exp-perf5000-000060-84613304
zt-php-worker  | [perf-saga-complete] ts=1777537112.415443 orderId=4613e7c2-7497-4b65-b101-725ce969b671
zt-php-worker  | [perf-saga-step1] ts=1777537112.438958 orderId=ff586473-d0f5-4201-b8cf-23fba0215f86 traceId=exp-perf5000-000073-390990c0
zt-php-worker  | [perf-saga-complete] ts=1777537112.528075 orderId=063dc9ae-887a-4306-a617-4257bccb0352
zt-php-worker  | [perf-saga-step1] ts=1777537112.550023 orderId=2131288c-b04f-424d-9cd2-655eb45f7219 traceId=exp-perf5000-000082-60e7a6cc
zt-php-worker  | [perf-saga-complete] ts=1777537112.641254 orderId=8366a8b2-7c03-44e5-a8f9-a6e8608e43c5
zt-php-worker  | [perf-saga-step1] ts=1777537112.664348 orderId=9bebc499-c27d-46c8-ab97-81e28916c62d traceId=exp-perf5000-000072-9cc6a3bb
zt-php-worker  | [perf-saga-complete] ts=1777537112.754182 orderId=e65059b6-3f39-46bc-a824-6ad9e32631cb
zt-php-worker  | [perf-saga-step1] ts=1777537112.786919 orderId=8c87bf9f-7354-42f4-be70-9b06e0574e22 traceId=exp-perf5000-000095-2934b860
zt-php-worker  | [perf-saga-complete] ts=1777537112.880339 orderId=ff586473-d0f5-4201-b8cf-23fba0215f86
zt-php-worker  | [perf-saga-step1] ts=1777537112.902392 orderId=08f32ccc-fc54-46e0-91a7-f2b6f1e0e61d traceId=exp-perf5000-000074-99c194f7
zt-php-worker  | [perf-saga-complete] ts=1777537112.991370 orderId=2131288c-b04f-424d-9cd2-655eb45f7219
zt-php-worker  | [perf-saga-step1] ts=1777537113.019324 orderId=c4ce1ed1-8d1b-4707-9901-30c0be3d14c8 traceId=exp-perf5000-000089-331edbd8
zt-php-worker  | [perf-saga-complete] ts=1777537113.105296 orderId=9bebc499-c27d-46c8-ab97-81e28916c62d
