seq,trace_id,t_req_ms,t_resp_ms,http_code,gateway_latency_ms
59,exp-perf10000-000059-4f916ada,1777539302269,1777539302323,202,54.523
60,exp-perf10000-000060-45a7a7e7,1777539302269,1777539302333,202,64.563
61,exp-perf10000-000061-d2bece1c,1777539302269,1777539302327,202,58.282
62,exp-perf10000-000062-d415c141,1777539302269,1777539302328,202,58.977
63,exp-perf10000-000063-4986a2cc,1777539302269,1777539302322,202,53.471
64,exp-perf10000-000064-8f9207e8,1777539302269,1777539302353,202,84.354
65,exp-perf10000-000065-fc44955e,1777539302269,1777539302353,202,83.543
66,exp-perf10000-000066-8ac70fd9,1777539302269,1777539302348,202,78.434
67,exp-perf10000-000067-2b82463b,1777539302269,1777539302359,202,89.376
68,exp-perf10000-000068-a9c2baa5,1777539302269,1777539302345,202,75.132
69,exp-perf10000-000069-169ad4d3,1777539302269,1777539302353,202,84.008
70,exp-perf10000-000070-3dd53e2b,1777539302270,1777539302351,202,81.521
71,exp-perf10000-000071-c6d5c1a7,1777539302270,1777539302349,202,79.743
72,exp-perf10000-000072-951e53ee,1777539302270,1777539302348,202,77.775
73,exp-perf10000-000073-f5147813,1777539302270,1777539302350,202,80.188
74,exp-perf10000-000074-9e7a1f8c,1777539302270,1777539302339,202,68.558
75,exp-perf10000-000075-11943d15,1777539302270,1777539302337,202,66.961
76,exp-perf10000-000076-ad550627,1777539302270,1777539302340,202,69.447
77,exp-perf10000-000077-92cdd44c,1777539302270,1777539302338,202,67.945
78,exp-perf10000-000078-b674fc38,1777539302270,1777539302334,202,63.480
79,exp-perf10000-000079-2bcb8613,1777539302270,1777539302332,202,61.635
80,exp-perf10000-000080-e847dc12,1777539302271,1777539302325,202,54.336
81,exp-perf10000-000081-604109cc,1777539302271,1777539302328,202,57.909
82,exp-perf10000-000082-ad3c6f64,1777539302271,1777539302340,202,69.398
83,exp-perf10000-000083-022f7d0a,1777539302271,1777539302328,202,57.078
84,exp-perf10000-000084-12d9cf5d,1777539302271,1777539302334,202,63.588
85,exp-perf10000-000085-15be5b42,1777539302271,1777539302329,202,58.100
86,exp-perf10000-000086-93e834c1,1777539302271,1777539302342,202,70.561
87,exp-perf10000-000087-79abd4ac,1777539302271,1777539302333,202,61.688
88,exp-perf10000-000088-57ff1290,1777539302271,1777539302339,202,67.653
89,exp-perf10000-000089-52717795,1777539302271,1777539302337,202,66.155
90,exp-perf10000-000090-d389cad7,1777539302271,1777539302329,202,57.877
91,exp-perf10000-000091-a6f85f8b,1777539302271,1777539302330,202,58.974
92,exp-perf10000-000092-cba411ca,1777539302272,1777539302337,202,65.215
93,exp-perf10000-000093-4dc61346,1777539302272,1777539302341,202,69.144
94,exp-perf10000-000094-9afe06b6,1777539302272,1777539302342,202,70.514
95,exp-perf10000-000095-c97b8c97,1777539302272,1777539302339,202,67.455
96,exp-perf10000-000096-6d9d9e4c,1777539302272,1777539302343,202,71.214
97,exp-perf10000-000097-4a3f0c1e,1777539302272,1777539302344,202,71.893
98,exp-perf10000-000098-36183443,1777539302272,1777539302325,202,52.928
99,exp-perf10000-000099-0fc89a1b,1777539302272,1777539302326,202,54.059
100,exp-perf10000-000100-81358216,1777539302322,1777539302360,202,37.495
101,exp-perf10000-000101-b874a760,1777539302323,1777539302360,202,37.642
102,exp-perf10000-000102-6d96af50,1777539302323,1777539302360,202,37.347
103,exp-perf10000-000103-4609ed3e,1777539302323,1777539302361,202,37.479
104,exp-perf10000-000104-bb6a95b6,1777539302324,1777539302361,202,37.154
105,exp-perf10000-000105-5bf6de4d,1777539302324,1777539302362,202,37.394
106,exp-perf10000-000106-3609a545,1777539302325,1777539302362,202,37.462
107,exp-perf10000-000107-17b8753d,1777539302325,1777539302362,202,36.800
108,exp-perf10000-000108-57b1bd8a,1777539302326,1777539302363,202,36.980
109,exp-perf10000-000109-3c398287,1777539302326,1777539302363,202,37.248
110,exp-perf10000-000110-38a0070f,1777539302326,1777539302363,202,36.865
111,exp-perf10000-000111-a73406ef,1777539302326,1777539302364,202,37.153
112,exp-perf10000-000112-46b6ec7e,1777539302327,1777539302364,202,37.485
113,exp-perf10000-000113-49325438,1777539302327,1777539302364,202,36.781
114,exp-perf10000-000114-0420c71c,1777539302328,1777539302366,202,37.709
115,exp-perf10000-000115-caa5b884,1777539302328,1777539302366,202,37.661
116,exp-perf10000-000116-93acd4eb,1777539302328,1777539302366,202,37.999
117,exp-perf10000-000117-451dd1bc,1777539302329,1777539302365,202,36.768
118,exp-perf10000-000118-382a5a1e,1777539302329,1777539302366,202,37.072
119,exp-perf10000-000119-a5606a0f,1777539302329,1777539302367,202,37.874
120,exp-perf10000-000120-d21502aa,1777539302330,1777539302367,202,37.084
121,exp-perf10000-000121-affd26ac,1777539302330,1777539302368,202,38.123
122,exp-perf10000-000122-05e9e905,1777539302330,1777539302369,202,38.521
123,exp-perf10000-000123-3b497f0a,1777539302331,1777539302368,202,37.080
124,exp-perf10000-000124-6adf0db9,1777539302331,1777539302369,202,37.278
125,exp-perf10000-000125-f5894e4c,1777539302331,1777539302370,202,38.860
126,exp-perf10000-000126-027c5618,1777539302332,1777539302371,202,39.382
127,exp-perf10000-000127-8f3f3ca7,1777539302332,1777539302370,202,37.859
128,exp-perf10000-000128-bc864f91,1777539302333,1777539302372,202,39.325
129,exp-perf10000-000129-da21c969,1777539302333,1777539302371,202,37.822
130,exp-perf10000-000130-f01b2f9b,1777539302334,1777539302373,202,39.529
131,exp-perf10000-000131-2a917a3f,1777539302334,1777539302372,202,38.012
132,exp-perf10000-000132-6e2b3842,1777539302334,1777539302374,202,39.755
133,exp-perf10000-000133-464aef94,1777539302334,1777539302373,202,38.475
134,exp-perf10000-000134-374391db,1777539302335,1777539302375,202,40.035
135,exp-perf10000-000135-3b6bc991,1777539302335,1777539302374,202,38.779
136,exp-perf10000-000136-47947af6,1777539302336,1777539302376,202,40.114
137,exp-perf10000-000137-09b4f371,1777539302336,1777539302375,202,39.065
138,exp-perf10000-000138-d76e10c4,1777539302336,1777539302377,202,40.380
139,exp-perf10000-000139-708f635b,1777539302337,1777539302376,202,38.866
140,exp-perf10000-000140-e5d8415d,1777539302337,1777539302377,202,40.295
141,exp-perf10000-000141-0f4e0867,1777539302337,1777539302376,202,38.838
142,exp-perf10000-000142-5c0a526d,1777539302338,1777539302378,202,40.208
143,exp-perf10000-000143-1ce28cf9,1777539302338,1777539302377,202,38.836
144,exp-perf10000-000144-741c6b01,1777539302339,1777539302379,202,40.370
145,exp-perf10000-000145-0438fb72,1777539302339,1777539302378,202,39.118
146,exp-perf10000-000146-f0b4eb40,1777539302339,1777539302380,202,40.622
147,exp-perf10000-000147-ff185405,1777539302340,1777539302379,202,39.164
148,exp-perf10000-000148-cd3e14c9,1777539302340,1777539302381,202,40.473
149,exp-perf10000-000149-ece31612,1777539302340,1777539302380,202,39.472
150,exp-perf10000-000150-1eaac0db,1777539302341,1777539302381,202,40.600
151,exp-perf10000-000151-78a3d141,1777539302341,1777539302381,202,39.565
152,exp-perf10000-000152-eb8417d4,1777539302342,1777539302382,202,40.215
153,exp-perf10000-000153-01e05abb,1777539302342,1777539302381,202,39.510
154,exp-perf10000-000154-f69f9f2b,1777539302342,1777539302383,202,40.353
155,exp-perf10000-000155-eb32e35b,1777539302343,1777539302382,202,39.314
156,exp-perf10000-000156-647b3d25,1777539302343,1777539302383,202,40.112
157,exp-perf10000-000157-e630b9f2,1777539302343,1777539302383,202,39.232
158,exp-perf10000-000158-75b63fff,1777539302344,1777539302384,202,39.999
159,exp-perf10000-000159-4b3f5b5e,1777539302344,1777539302383,202,39.227
160,exp-perf10000-000160-540311e4,1777539302345,1777539302384,202,39.888
161,exp-perf10000-000161-1e36c510,1777539302345,1777539302384,202,38.999
162,exp-perf10000-000162-29d43304,1777539302345,1777539302385,202,39.872
163,exp-perf10000-000163-91ceaaaf,1777539302346,1777539302384,202,38.836
164,exp-perf10000-000164-873c3fb3,1777539302346,1777539302386,202,39.978
165,exp-perf10000-000165-c23931f3,1777539302346,1777539302385,202,38.889
166,exp-perf10000-000166-4ec73f15,1777539302347,1777539302387,202,39.751
167,exp-perf10000-000167-47e08a6c,1777539302347,1777539302386,202,38.988
168,exp-perf10000-000168-981124a4,1777539302348,1777539302387,202,39.797
169,exp-perf10000-000169-c3e0c53f,1777539302348,1777539302387,202,39.034
170,exp-perf10000-000170-b19d3527,1777539302348,1777539302388,202,39.725
171,exp-perf10000-000171-6483234e,1777539302348,1777539302387,202,38.880
172,exp-perf10000-000172-6edb459f,1777539302349,1777539302389,202,39.392
173,exp-perf10000-000173-2b643426,1777539302350,1777539302388,202,38.588
174,exp-perf10000-000174-f22569b2,1777539302350,1777539302390,202,40.322
175,exp-perf10000-000175-f5670436,1777539302350,1777539302389,202,38.555
176,exp-perf10000-000176-140ccefb,1777539302351,1777539302390,202,39.260
177,exp-perf10000-000177-84e741cf,1777539302351,1777539302390,202,38.393
178,exp-perf10000-000178-0892d4b6,1777539302352,1777539302391,202,39.265
179,exp-perf10000-000179-1bd8a738,1777539302352,1777539302390,202,38.217
180,exp-perf10000-000180-099263ed,1777539302353,1777539302392,202,39.167
181,exp-perf10000-000181-357d0dbf,1777539302353,1777539302391,202,37.959
182,exp-perf10000-000182-9b871c0c,1777539302353,1777539302392,202,38.131
183,exp-perf10000-000183-d88bd8f9,1777539302354,1777539302393,202,39.024
184,exp-perf10000-000184-39d9726c,1777539302354,1777539302393,202,39.039
185,exp-perf10000-000185-07e1003f,1777539302354,1777539302392,202,38.112
186,exp-perf10000-000186-8a066c7b,1777539302355,1777539302393,202,38.133
187,exp-perf10000-000187-be4ae504,1777539302355,1777539302394,202,38.806
188,exp-perf10000-000188-0c050982,1777539302356,1777539302394,202,38.078
189,exp-perf10000-000189-4b7d554c,1777539302356,1777539302394,202,38.714
190,exp-perf10000-000190-936fc462,1777539302356,1777539302397,202,40.325
191,exp-perf10000-000191-baec8ad0,1777539302357,1777539302395,202,38.600
192,exp-perf10000-000192-9fbf3661,1777539302357,1777539302397,202,39.624
193,exp-perf10000-000193-c67ed1d3,1777539302358,1777539302396,202,38.478
194,exp-perf10000-000194-ae31e0fe,1777539302358,1777539302396,202,38.540
195,exp-perf10000-000195-68b0e522,1777539302358,1777539302397,202,38.969
196,exp-perf10000-000196-c42b848d,1777539302358,1777539302397,202,38.748
197,exp-perf10000-000197-7e31ec3a,1777539302359,1777539302397,202,38.716
198,exp-perf10000-000198-40631852,1777539302359,1777539302398,202,38.495
199,exp-perf10000-000199-a6178610,1777539302360,1777539302398,202,38.610
200,exp-perf10000-000200-40a9ae61,1777539302360,1777539302398,202,38.059
201,exp-perf10000-000201-a5f0ab17,1777539302360,1777539302399,202,38.799
202,exp-perf10000-000202-3fdf9745,1777539302361,1777539302399,202,38.641
203,exp-perf10000-000203-e404b086,1777539302361,1777539302400,202,38.814
204,exp-perf10000-000204-56a313fa,1777539302361,1777539302400,202,38.395
205,exp-perf10000-000205-713718f6,1777539302362,1777539302401,202,38.925
206,exp-perf10000-000206-7527b5fa,1777539302362,1777539302401,202,38.807
207,exp-perf10000-000207-2f8f27c0,1777539302362,1777539302401,202,38.548
208,exp-perf10000-000208-8eaf47b1,1777539302363,1777539302401,202,38.715
209,exp-perf10000-000209-ae773598,1777539302363,1777539302402,202,38.928
210,exp-perf10000-000210-8c620fe4,1777539302363,1777539302402,202,38.656
211,exp-perf10000-000211-bd5ed19d,1777539302364,1777539302403,202,39.039
212,exp-perf10000-000212-792dae03,1777539302364,1777539302403,202,39.085
213,exp-perf10000-000213-788bf72a,1777539302364,1777539302403,202,38.875
214,exp-perf10000-000214-fd9e72c7,1777539302365,1777539302404,202,38.190
215,exp-perf10000-000215-14545bd0,1777539302366,1777539302404,202,38.693
216,exp-perf10000-000216-32871e5f,1777539302366,1777539302404,202,38.312
217,exp-perf10000-000217-6aa08ef2,1777539302366,1777539302405,202,38.858
218,exp-perf10000-000218-b3973280,1777539302366,1777539302405,202,38.313
219,exp-perf10000-000219-19cf8278,1777539302367,1777539302406,202,38.991
220,exp-perf10000-000220-5486bfc7,1777539302367,1777539302406,202,38.355
221,exp-perf10000-000221-0c56f6f0,1777539302368,1777539302407,202,39.016
222,exp-perf10000-000222-a1660886,1777539302368,1777539302406,202,38.300
223,exp-perf10000-000223-8422efa7,1777539302369,1777539302407,202,38.747
224,exp-perf10000-000224-5e4287b1,1777539302369,1777539302407,202,37.996
225,exp-perf10000-000225-0e2a7203,1777539302370,1777539302408,202,38.335
226,exp-perf10000-000226-59d52b91,1777539302370,1777539302408,202,37.524
227,exp-perf10000-000227-e1092394,1777539302371,1777539302409,202,37.760
228,exp-perf10000-000228-cb6e5bed,1777539302371,1777539302408,202,37.054
229,exp-perf10000-000229-30b08c80,1777539302372,1777539302410,202,37.798
230,exp-perf10000-000230-9ce4b16d,1777539302372,1777539302409,202,36.910
231,exp-perf10000-000231-0fadcb15,1777539302373,1777539302410,202,37.262
232,exp-perf10000-000232-97e7c06d,1777539302373,1777539302410,202,36.583
233,exp-perf10000-000233-33635651,1777539302374,1777539302411,202,36.522
234,exp-perf10000-000234-84e5fc9f,1777539302374,1777539302411,202,36.813
235,exp-perf10000-000235-99708988,1777539302375,1777539302411,202,36.104
236,exp-perf10000-000236-e9ad52b5,1777539302375,1777539302412,202,36.682
237,exp-perf10000-000237-797155f8,1777539302376,1777539302412,202,36.739
238,exp-perf10000-000238-5bbab487,1777539302376,1777539302412,202,36.094
239,exp-perf10000-000239-3efa6448,1777539302376,1777539302413,202,36.549
240,exp-perf10000-000240-2189ab4e,1777539302377,1777539302413,202,35.944
241,exp-perf10000-000241-18b450c1,1777539302377,1777539302414,202,36.661
242,exp-perf10000-000242-ceeecdd6,1777539302377,1777539302413,202,35.785
243,exp-perf10000-000243-25be0195,1777539302378,1777539302414,202,35.825
244,exp-perf10000-000244-b8569a93,1777539302378,1777539302414,202,36.242
245,exp-perf10000-000245-57b6f204,1777539302379,1777539302415,202,36.200
246,exp-perf10000-000246-52b4a337,1777539302379,1777539302414,202,35.549
247,exp-perf10000-000247-62bb8cd4,1777539302380,1777539302415,202,35.238
248,exp-perf10000-000248-b6883a7d,1777539302380,1777539302416,202,35.948
249,exp-perf10000-000249-67218d29,1777539302381,1777539302416,202,35.132
250,exp-perf10000-000250-c5cf7e53,1777539302381,1777539302416,202,35.722
251,exp-perf10000-000251-7d76d9b3,1777539302381,1777539302416,202,34.985
252,exp-perf10000-000252-1df7cfb4,1777539302381,1777539302417,202,35.713
253,exp-perf10000-000253-1a89324b,1777539302382,1777539302417,202,35.162
254,exp-perf10000-000254-2a4461e8,1777539302382,1777539302418,202,35.870
255,exp-perf10000-000255-406d7e6f,1777539302383,1777539302419,202,36.054
256,exp-perf10000-000256-8239140e,1777539302383,1777539302418,202,35.205
257,exp-perf10000-000257-9c760b18,1777539302383,1777539302419,202,36.048
258,exp-perf10000-000258-b91e9896,1777539302383,1777539302419,202,35.361
259,exp-perf10000-000259-f5943fe2,1777539302384,1777539302420,202,36.262
260,exp-perf10000-000260-66dd9f03,1777539302384,1777539302419,202,35.500
261,exp-perf10000-000261-8fce8924,1777539302384,1777539302421,202,36.211
262,exp-perf10000-000262-6940042e,1777539302385,1777539302420,202,35.572
263,exp-perf10000-000263-800a5bc5,1777539302385,1777539302421,202,36.255
264,exp-perf10000-000264-95833450,1777539302385,1777539302421,202,35.442
265,exp-perf10000-000265-e0370c2a,1777539302386,1777539302422,202,36.091
266,exp-perf10000-000266-f290c3ba,1777539302386,1777539302421,202,35.212
267,exp-perf10000-000267-eb080a2b,1777539302387,1777539302422,202,35.315
268,exp-perf10000-000268-214abb39,1777539302387,1777539302423,202,36.011
269,exp-perf10000-000269-9f1d0c2e,1777539302387,1777539302423,202,35.205
270,exp-perf10000-000270-ffaec939,1777539302387,1777539302423,202,36.049
271,exp-perf10000-000271-82da4923,1777539302388,1777539302423,202,34.993
272,exp-perf10000-000272-80d274f3,1777539302388,1777539302424,202,35.972
273,exp-perf10000-000273-9037511c,1777539302389,1777539302424,202,35.011
274,exp-perf10000-000274-90a537c8,1777539302389,1777539302425,202,35.867
275,exp-perf10000-000275-d60475c1,1777539302390,1777539302426,202,36.052
276,exp-perf10000-000276-71318e59,1777539302390,1777539302426,202,36.114
277,exp-perf10000-000277-fa7163f9,1777539302390,1777539302425,202,34.195
278,exp-perf10000-000278-f053eaae,1777539302390,1777539302425,202,34.794
279,exp-perf10000-000279-5679e866,1777539302391,1777539302427,202,36.184
280,exp-perf10000-000280-956fb3cc,1777539302391,1777539302426,202,34.832
281,exp-perf10000-000281-341983d3,1777539302392,1777539302427,202,35.853
282,exp-perf10000-000282-34988c92,1777539302392,1777539302427,202,34.643
283,exp-perf10000-000283-2c3b6810,1777539302392,1777539302428,202,35.760
284,exp-perf10000-000284-33f88ca7,1777539302393,1777539302427,202,34.624
285,exp-perf10000-000285-eca1b1b8,1777539302393,1777539302429,202,35.733
286,exp-perf10000-000286-437a1023,1777539302393,1777539302428,202,34.461
287,exp-perf10000-000287-65c38f84,1777539302394,1777539302430,202,35.817
288,exp-perf10000-000288-6d72ca91,1777539302394,1777539302429,202,34.673
289,exp-perf10000-000289-267565ce,1777539302394,1777539302430,202,35.203
290,exp-perf10000-000290-d2823161,1777539302395,1777539302430,202,34.783
291,exp-perf10000-000291-2b173847,1777539302396,1777539302431,202,34.746
292,exp-perf10000-000292-f25b02ab,1777539302397,1777539302430,202,33.654
293,exp-perf10000-000293-385e1308,1777539302397,1777539302431,202,34.299
294,exp-perf10000-000294-5e3dfd8e,1777539302397,1777539302432,202,35.058
295,exp-perf10000-000295-100570ca,1777539302397,1777539302432,202,34.555
296,exp-perf10000-000296-41dd9d77,1777539302397,1777539302433,202,35.446
297,exp-perf10000-000297-e90d2ba7,1777539302397,1777539302432,202,34.825
298,exp-perf10000-000298-18d9f344,1777539302398,1777539302433,202,35.899
299,exp-perf10000-000299-2520a043,1777539302398,1777539302434,202,35.999
300,exp-perf10000-000300-505bae46,1777539302398,1777539302433,202,34.712
301,exp-perf10000-000301-5e872013,1777539302399,1777539302434,202,34.614
302,exp-perf10000-000302-cb7406de,1777539302399,1777539302435,202,35.633
303,exp-perf10000-000303-c5f7276c,1777539302400,1777539302436,202,35.873
304,exp-perf10000-000304-e477bdeb,1777539302400,1777539302435,202,34.785
305,exp-perf10000-000305-76ed4eb5,1777539302401,1777539302435,202,34.739
306,exp-perf10000-000306-e6a99cf5,1777539302401,1777539302436,202,35.741
307,exp-perf10000-000307-e4b83949,1777539302401,1777539302436,202,35.169
308,exp-perf10000-000308-e74cbe49,1777539302401,1777539302437,202,35.789
309,exp-perf10000-000309-89558896,1777539302402,1777539302438,202,35.814
310,exp-perf10000-000310-273a2a35,1777539302402,1777539302437,202,34.656
311,exp-perf10000-000311-4fad8b55,1777539302403,1777539302438,202,34.787
312,exp-perf10000-000312-9c5afff8,1777539302403,1777539302439,202,35.600
313,exp-perf10000-000313-0b2548c6,1777539302403,1777539302438,202,34.874
314,exp-perf10000-000314-8e691a67,1777539302404,1777539302439,202,35.678
315,exp-perf10000-000315-581e932f,1777539302404,1777539302439,202,34.820
316,exp-perf10000-000316-6e512127,1777539302404,1777539302440,202,35.701
317,exp-perf10000-000317-6f77a6b6,1777539302405,1777539302440,202,34.667
318,exp-perf10000-000318-6f8f8be6,1777539302405,1777539302441,202,35.562
319,exp-perf10000-000319-981ff496,1777539302406,1777539302440,202,34.659
320,exp-perf10000-000320-0035e651,1777539302406,1777539302441,202,35.449
321,exp-perf10000-000321-fcd7bc18,1777539302406,1777539302441,202,34.539
322,exp-perf10000-000322-42f9c492,1777539302407,1777539302442,202,35.404
323,exp-perf10000-000323-6e33af5c,1777539302407,1777539302442,202,34.481
324,exp-perf10000-000324-9abad3ea,1777539302407,1777539302443,202,35.447
325,exp-perf10000-000325-e54f5b4e,1777539302408,1777539302442,202,34.479
326,exp-perf10000-000326-a9a7831b,1777539302408,1777539302444,202,35.240
327,exp-perf10000-000327-9996da00,1777539302409,1777539302443,202,34.532
328,exp-perf10000-000328-cccc8b81,1777539302409,1777539302444,202,35.239
329,exp-perf10000-000329-b3a745a4,1777539302409,1777539302444,202,34.519
330,exp-perf10000-000330-d86adfdf,1777539302410,1777539302445,202,35.257
331,exp-perf10000-000331-3ab1fe52,1777539302410,1777539302444,202,34.541
332,exp-perf10000-000332-87e6ced0,1777539302410,1777539302446,202,35.465
333,exp-perf10000-000333-1dfe647f,1777539302411,1777539302445,202,34.596
334,exp-perf10000-000334-608830ee,1777539302411,1777539302447,202,35.661
335,exp-perf10000-000335-6c16bf97,1777539302411,1777539302446,202,34.936
336,exp-perf10000-000336-855f143c,1777539302412,1777539302447,202,35.494
337,exp-perf10000-000337-abd280e2,1777539302412,1777539302447,202,34.891
338,exp-perf10000-000338-0ed2f579,1777539302412,1777539302448,202,35.578
339,exp-perf10000-000339-9c539feb,1777539302413,1777539302448,202,34.956
340,exp-perf10000-000340-94f4b1bc,1777539302413,1777539302449,202,35.938
341,exp-perf10000-000341-be250e0f,1777539302413,1777539302448,202,35.151
342,exp-perf10000-000342-1787dc9f,1777539302414,1777539302450,202,35.717
343,exp-perf10000-000343-c0ef1542,1777539302414,1777539302449,202,35.200
344,exp-perf10000-000344-a54a43c1,1777539302414,1777539302450,202,35.904
345,exp-perf10000-000345-b60eb7fe,1777539302415,1777539302450,202,35.352
346,exp-perf10000-000346-ecb38ef0,1777539302415,1777539302451,202,35.832
347,exp-perf10000-000347-61176023,1777539302415,1777539302451,202,35.406
348,exp-perf10000-000348-f008cfb6,1777539302416,1777539302451,202,35.433
349,exp-perf10000-000349-35d43dca,1777539302416,1777539302452,202,35.652
350,exp-perf10000-000350-db92fb25,1777539302416,1777539302452,202,35.596
351,exp-perf10000-000351-2c34a879,1777539302417,1777539302453,202,35.996
352,exp-perf10000-000352-71726baa,1777539302417,1777539302453,202,35.781
353,exp-perf10000-000353-170eaa20,1777539302417,1777539302453,202,36.020
354,exp-perf10000-000354-fbd16a90,1777539302418,1777539302458,202,40.233
355,exp-perf10000-000355-5dd9a6c1,1777539302418,1777539302454,202,35.713
356,exp-perf10000-000356-7dcd10d1,1777539302419,1777539302458,202,39.260
357,exp-perf10000-000357-914057b1,1777539302419,1777539302455,202,35.994
358,exp-perf10000-000358-06df50c7,1777539302419,1777539302458,202,38.721
359,exp-perf10000-000359-51856bd0,1777539302419,1777539302458,202,38.446
360,exp-perf10000-000360-b5f46616,1777539302420,1777539302459,202,38.818
361,exp-perf10000-000361-39c795c9,1777539302420,1777539302458,202,37.911
362,exp-perf10000-000362-0d3b6235,1777539302421,1777539302459,202,38.129
363,exp-perf10000-000363-40bd7a4a,1777539302421,1777539302462,202,41.566
364,exp-perf10000-000364-497b8dcf,1777539302421,1777539302462,202,41.005
365,exp-perf10000-000365-f4fde3bd,1777539302421,1777539302459,202,37.812
366,exp-perf10000-000366-68e591b1,1777539302422,1777539302463,202,40.672
367,exp-perf10000-000367-c38e5dbb,1777539302422,1777539302462,202,39.736
368,exp-perf10000-000368-1add45be,1777539302423,1777539302463,202,40.063
369,exp-perf10000-000369-a51ba2fe,1777539302423,1777539302460,202,37.150
370,exp-perf10000-000370-f1345095,1777539302423,1777539302463,202,39.466
