seq,trace_id,t_req_ms,t_resp_ms,http_code,gateway_latency_ms
40,exp-perf20000-000040-424feece,1777539632180,1777539632246,202,66.041
41,exp-perf20000-000041-e0fe7b92,1777539632181,1777539632242,202,61.186
42,exp-perf20000-000042-71586f5b,1777539632181,1777539632257,202,76.384
43,exp-perf20000-000043-71cbb1eb,1777539632181,1777539632248,202,67.565
44,exp-perf20000-000044-3d9760d4,1777539632181,1777539632244,202,63.267
45,exp-perf20000-000045-8df43798,1777539632181,1777539632243,202,61.730
46,exp-perf20000-000046-86d039d8,1777539632181,1777539632243,202,61.931
47,exp-perf20000-000047-61193f03,1777539632181,1777539632250,202,69.042
48,exp-perf20000-000048-c407a9eb,1777539632181,1777539632248,202,66.357
49,exp-perf20000-000049-90c5ac5b,1777539632181,1777539632245,202,63.267
50,exp-perf20000-000050-fe92073c,1777539632182,1777539632250,202,68.811
51,exp-perf20000-000051-b7f0d477,1777539632182,1777539632254,202,72.069
52,exp-perf20000-000052-a3420350,1777539632182,1777539632250,202,67.774
53,exp-perf20000-000053-58342b62,1777539632182,1777539632252,202,69.986
54,exp-perf20000-000054-5e99a48f,1777539632182,1777539632254,202,72.473
55,exp-perf20000-000055-374fae21,1777539632182,1777539632249,202,66.736
56,exp-perf20000-000056-3fd5b700,1777539632182,1777539632256,202,73.659
57,exp-perf20000-000057-7d21aac0,1777539632182,1777539632258,202,75.281
58,exp-perf20000-000058-1c62c529,1777539632182,1777539632256,202,73.238
59,exp-perf20000-000059-ce1b0b0d,1777539632183,1777539632263,202,80.536
60,exp-perf20000-000060-78b22c3c,1777539632183,1777539632260,202,77.718
61,exp-perf20000-000061-59f476e5,1777539632183,1777539632262,202,78.853
62,exp-perf20000-000062-9ea6c061,1777539632183,1777539632254,202,71.702
63,exp-perf20000-000063-6bfb6445,1777539632183,1777539632249,202,66.103
64,exp-perf20000-000064-1315447e,1777539632183,1777539632251,202,68.077
65,exp-perf20000-000065-fab8ab18,1777539632183,1777539632260,202,76.615
66,exp-perf20000-000066-0c626b33,1777539632183,1777539632252,202,68.519
67,exp-perf20000-000067-cd043876,1777539632183,1777539632255,202,71.930
68,exp-perf20000-000068-b0a2da8d,1777539632183,1777539632250,202,66.352
69,exp-perf20000-000069-438b1e13,1777539632183,1777539632252,202,68.949
70,exp-perf20000-000070-32b8d393,1777539632184,1777539632254,202,70.188
71,exp-perf20000-000071-d72f297b,1777539632184,1777539632252,202,68.868
72,exp-perf20000-000072-7ee6f464,1777539632184,1777539632253,202,69.282
73,exp-perf20000-000073-f2187ce0,1777539632184,1777539632253,202,69.273
74,exp-perf20000-000074-d7331627,1777539632184,1777539632255,202,71.274
75,exp-perf20000-000075-999ac2cd,1777539632184,1777539632258,202,73.789
76,exp-perf20000-000076-bb0f074c,1777539632184,1777539632260,202,75.828
77,exp-perf20000-000077-a0c39d95,1777539632184,1777539632256,202,72.403
78,exp-perf20000-000078-9fcb3588,1777539632184,1777539632259,202,75.107
79,exp-perf20000-000079-85014f97,1777539632184,1777539632261,202,76.425
80,exp-perf20000-000080-7123d6eb,1777539632184,1777539632268,202,83.242
81,exp-perf20000-000081-3f4eeb65,1777539632184,1777539632251,202,66.535
82,exp-perf20000-000082-94745660,1777539632184,1777539632256,202,71.904
83,exp-perf20000-000083-56b1d5e6,1777539632185,1777539632258,202,73.855
84,exp-perf20000-000084-0f1bce75,1777539632185,1777539632257,202,72.368
85,exp-perf20000-000085-06cb2730,1777539632185,1777539632259,202,74.243
86,exp-perf20000-000086-8956ebef,1777539632185,1777539632258,202,73.540
87,exp-perf20000-000087-c51c7931,1777539632185,1777539632261,202,76.142
88,exp-perf20000-000088-98916892,1777539632185,1777539632262,202,76.920
89,exp-perf20000-000089-1676f6dc,1777539632185,1777539632263,202,77.969
90,exp-perf20000-000090-9502690a,1777539632185,1777539632264,202,78.384
91,exp-perf20000-000091-95c609d9,1777539632185,1777539632268,202,82.594
92,exp-perf20000-000092-6b06b279,1777539632185,1777539632264,202,79.054
93,exp-perf20000-000093-afae8685,1777539632185,1777539632268,202,82.094
94,exp-perf20000-000094-da309b2a,1777539632186,1777539632265,202,78.656
95,exp-perf20000-000095-42178eb1,1777539632186,1777539632264,202,77.870
96,exp-perf20000-000096-51ed0912,1777539632186,1777539632262,202,76.228
97,exp-perf20000-000097-08229fba,1777539632186,1777539632268,202,81.767
98,exp-perf20000-000098-75a4a70c,1777539632186,1777539632248,202,61.488
99,exp-perf20000-000099-8d240d4d,1777539632186,1777539632246,202,59.920
100,exp-perf20000-000100-1058e55f,1777539632232,1777539632268,202,36.323
101,exp-perf20000-000101-1d3c6ce3,1777539632232,1777539632268,202,36.103
102,exp-perf20000-000102-98113cd5,1777539632232,1777539632268,202,35.731
103,exp-perf20000-000103-d2656f43,1777539632232,1777539632268,202,35.551
104,exp-perf20000-000104-ac05e1e2,1777539632233,1777539632268,202,35.544
105,exp-perf20000-000105-821e5987,1777539632233,1777539632268,202,35.390
106,exp-perf20000-000106-d22723ad,1777539632234,1777539632269,202,35.183
107,exp-perf20000-000107-0a36cc30,1777539632234,1777539632270,202,35.760
108,exp-perf20000-000108-35782393,1777539632235,1777539632270,202,35.333
109,exp-perf20000-000109-df813e55,1777539632235,1777539632270,202,34.948
110,exp-perf20000-000110-e5e0e60b,1777539632235,1777539632270,202,35.161
111,exp-perf20000-000111-3485a666,1777539632235,1777539632270,202,35.010
112,exp-perf20000-000112-9fc878c9,1777539632236,1777539632271,202,35.060
113,exp-perf20000-000113-c1ed39e0,1777539632236,1777539632271,202,35.083
114,exp-perf20000-000114-148b76b4,1777539632237,1777539632272,202,34.951
115,exp-perf20000-000115-755934b1,1777539632237,1777539632272,202,35.146
116,exp-perf20000-000116-b3ad79c0,1777539632237,1777539632272,202,35.056
117,exp-perf20000-000117-8b7b6b7d,1777539632238,1777539632273,202,35.145
118,exp-perf20000-000118-8e9df45f,1777539632238,1777539632273,202,35.064
119,exp-perf20000-000119-176d2fd4,1777539632238,1777539632273,202,35.226
120,exp-perf20000-000120-997ab67c,1777539632239,1777539632274,202,35.017
121,exp-perf20000-000121-85a49456,1777539632239,1777539632274,202,35.295
122,exp-perf20000-000122-37f7a121,1777539632239,1777539632274,202,35.114
123,exp-perf20000-000123-500e64cb,1777539632240,1777539632275,202,35.386
124,exp-perf20000-000124-9cce3d6d,1777539632240,1777539632275,202,35.243
125,exp-perf20000-000125-258386a2,1777539632240,1777539632276,202,35.413
126,exp-perf20000-000126-7448e70e,1777539632241,1777539632276,202,35.096
127,exp-perf20000-000127-14a6819b,1777539632241,1777539632276,202,35.274
128,exp-perf20000-000128-7cf892b2,1777539632242,1777539632277,202,35.079
129,exp-perf20000-000129-2ad14343,1777539632242,1777539632277,202,35.569
130,exp-perf20000-000130-4e2deca4,1777539632242,1777539632277,202,35.272
131,exp-perf20000-000131-7b185a09,1777539632243,1777539632278,202,35.284
132,exp-perf20000-000132-1488bbd9,1777539632243,1777539632278,202,35.154
133,exp-perf20000-000133-28e2ff2e,1777539632243,1777539632279,202,35.555
134,exp-perf20000-000134-c6ef70ed,1777539632243,1777539632279,202,35.248
135,exp-perf20000-000135-e88b52bb,1777539632244,1777539632279,202,35.321
136,exp-perf20000-000136-b948d24a,1777539632244,1777539632279,202,35.129
137,exp-perf20000-000137-e4476d1a,1777539632244,1777539632280,202,35.443
138,exp-perf20000-000138-d3354852,1777539632245,1777539632280,202,35.210
139,exp-perf20000-000139-bb95a307,1777539632245,1777539632281,202,35.572
140,exp-perf20000-000140-2f3a41d5,1777539632246,1777539632281,202,35.427
141,exp-perf20000-000141-8a286167,1777539632246,1777539632282,202,35.613
142,exp-perf20000-000142-1eeef028,1777539632247,1777539632281,202,34.144
143,exp-perf20000-000143-71deec64,1777539632247,1777539632281,202,34.756
144,exp-perf20000-000144-0ff3cffa,1777539632247,1777539632282,202,35.045
145,exp-perf20000-000145-99f82ae4,1777539632247,1777539632283,202,35.582
146,exp-perf20000-000146-fcb750e5,1777539632248,1777539632283,202,35.791
147,exp-perf20000-000147-92696a45,1777539632248,1777539632283,202,35.098
148,exp-perf20000-000148-4bbd4c02,1777539632248,1777539632284,202,36.040
149,exp-perf20000-000149-323e3963,1777539632248,1777539632284,202,35.193
150,exp-perf20000-000150-fe132ccb,1777539632249,1777539632285,202,36.414
151,exp-perf20000-000151-a8fae008,1777539632249,1777539632284,202,35.473
152,exp-perf20000-000152-780ca23a,1777539632250,1777539632286,202,36.488
153,exp-perf20000-000153-56299f4f,1777539632250,1777539632285,202,35.613
154,exp-perf20000-000154-0a17f96e,1777539632250,1777539632287,202,36.422
155,exp-perf20000-000155-40e785e0,1777539632250,1777539632286,202,35.682
156,exp-perf20000-000156-d124e82d,1777539632251,1777539632287,202,36.174
157,exp-perf20000-000157-2bc71a3c,1777539632251,1777539632287,202,35.628
158,exp-perf20000-000158-f5b08e20,1777539632252,1777539632287,202,35.625
159,exp-perf20000-000159-c8c0cca7,1777539632252,1777539632288,202,36.079
160,exp-perf20000-000160-06d2eee3,1777539632252,1777539632288,202,35.835
161,exp-perf20000-000161-da3a73c1,1777539632252,1777539632289,202,36.577
162,exp-perf20000-000162-649eb918,1777539632253,1777539632289,202,36.372
163,exp-perf20000-000163-0306b48b,1777539632253,1777539632290,202,36.865
164,exp-perf20000-000164-5e2b7f70,1777539632254,1777539632291,202,37.202
165,exp-perf20000-000165-e1fc291b,1777539632254,1777539632291,202,36.757
166,exp-perf20000-000166-914f09d6,1777539632255,1777539632292,202,37.193
167,exp-perf20000-000167-95cce31f,1777539632255,1777539632291,202,36.905
168,exp-perf20000-000168-a0fcebec,1777539632255,1777539632292,202,37.204
169,exp-perf20000-000169-7400238d,1777539632255,1777539632292,202,36.747
170,exp-perf20000-000170-a425237f,1777539632256,1777539632293,202,37.064
171,exp-perf20000-000171-5c9cfcb7,1777539632256,1777539632293,202,37.198
172,exp-perf20000-000172-a5187f7e,1777539632256,1777539632293,202,37.076
173,exp-perf20000-000173-c0391989,1777539632256,1777539632294,202,37.265
174,exp-perf20000-000174-de296774,1777539632257,1777539632294,202,37.435
175,exp-perf20000-000175-02370b44,1777539632257,1777539632294,202,36.996
176,exp-perf20000-000176-792a03a1,1777539632258,1777539632295,202,37.307
177,exp-perf20000-000177-e142226f,1777539632258,1777539632295,202,37.349
178,exp-perf20000-000178-4b390a20,1777539632258,1777539632296,202,37.117
179,exp-perf20000-000179-1c82f75c,1777539632259,1777539632296,202,37.201
180,exp-perf20000-000180-3d1c6dca,1777539632259,1777539632297,202,37.813
181,exp-perf20000-000181-2c5d4db2,1777539632259,1777539632297,202,37.890
182,exp-perf20000-000182-51002f4e,1777539632260,1777539632297,202,37.605
183,exp-perf20000-000183-a2ae925c,1777539632260,1777539632297,202,37.421
184,exp-perf20000-000184-f2682781,1777539632260,1777539632298,202,37.437
185,exp-perf20000-000185-7b0c1448,1777539632261,1777539632298,202,36.986
186,exp-perf20000-000186-915cfa06,1777539632261,1777539632299,202,37.396
187,exp-perf20000-000187-7c3ff829,1777539632262,1777539632299,202,37.872
188,exp-perf20000-000188-348b7867,1777539632262,1777539632299,202,37.321
189,exp-perf20000-000189-fd72fa29,1777539632262,1777539632299,202,36.987
190,exp-perf20000-000190-ea85f4ea,1777539632263,1777539632300,202,36.863
191,exp-perf20000-000191-64516d51,1777539632263,1777539632300,202,36.913
192,exp-perf20000-000192-45e08fd2,1777539632264,1777539632301,202,37.059
193,exp-perf20000-000193-594deef0,1777539632264,1777539632301,202,36.949
194,exp-perf20000-000194-9a1552f4,1777539632264,1777539632302,202,37.476
195,exp-perf20000-000195-e5553a65,1777539632265,1777539632302,202,37.302
196,exp-perf20000-000196-0f8bc1cb,1777539632268,1777539632302,202,34.853
197,exp-perf20000-000197-5a844802,1777539632268,1777539632303,202,34.979
198,exp-perf20000-000198-1c36a1c3,1777539632268,1777539632303,202,35.447
199,exp-perf20000-000199-4666572c,1777539632268,1777539632304,202,35.852
200,exp-perf20000-000200-da40d7c1,1777539632268,1777539632303,202,34.906
201,exp-perf20000-000201-22503940,1777539632268,1777539632305,202,36.634
202,exp-perf20000-000202-2680ca6f,1777539632268,1777539632304,202,35.520
203,exp-perf20000-000203-4ed6d9b7,1777539632268,1777539632304,202,36.090
204,exp-perf20000-000204-c52d4d5f,1777539632269,1777539632305,202,36.562
205,exp-perf20000-000205-807d5f76,1777539632269,1777539632305,202,36.649
206,exp-perf20000-000206-66e3dd3b,1777539632269,1777539632306,202,37.156
207,exp-perf20000-000207-b469b2c5,1777539632270,1777539632306,202,36.113
208,exp-perf20000-000208-1db2ff68,1777539632270,1777539632307,202,37.150
209,exp-perf20000-000209-594563d7,1777539632270,1777539632306,202,36.369
210,exp-perf20000-000210-6ae5d80f,1777539632271,1777539632308,202,37.474
211,exp-perf20000-000211-6e689674,1777539632271,1777539632307,202,36.737
212,exp-perf20000-000212-5eb6f9fb,1777539632271,1777539632308,202,37.259
213,exp-perf20000-000213-37c81ef3,1777539632271,1777539632308,202,36.644
214,exp-perf20000-000214-c69ee082,1777539632272,1777539632309,202,37.238
215,exp-perf20000-000215-deed5cea,1777539632272,1777539632308,202,36.402
216,exp-perf20000-000216-051cfcdd,1777539632272,1777539632310,202,37.114
217,exp-perf20000-000217-ac3d15f9,1777539632273,1777539632309,202,36.389
218,exp-perf20000-000218-a6ce881e,1777539632273,1777539632310,202,37.224
219,exp-perf20000-000219-202a1314,1777539632273,1777539632310,202,36.482
220,exp-perf20000-000220-f864729b,1777539632274,1777539632311,202,37.209
221,exp-perf20000-000221-5fcd6579,1777539632274,1777539632311,202,36.453
222,exp-perf20000-000222-ad109683,1777539632274,1777539632312,202,37.149
223,exp-perf20000-000223-be4188d9,1777539632275,1777539632311,202,36.270
224,exp-perf20000-000224-df7290f1,1777539632275,1777539632312,202,37.144
225,exp-perf20000-000225-d7b670b8,1777539632276,1777539632312,202,36.225
226,exp-perf20000-000226-a760c19a,1777539632276,1777539632313,202,37.354
227,exp-perf20000-000227-c881333d,1777539632277,1777539632313,202,36.304
228,exp-perf20000-000228-a3c1447c,1777539632277,1777539632314,202,37.503
229,exp-perf20000-000229-760b635d,1777539632277,1777539632314,202,36.516
230,exp-perf20000-000230-3306700a,1777539632277,1777539632316,202,38.072
231,exp-perf20000-000231-b0555a2c,1777539632278,1777539632315,202,37.120
232,exp-perf20000-000232-61c02fd6,1777539632278,1777539632316,202,38.309
233,exp-perf20000-000233-2f258131,1777539632279,1777539632316,202,37.386
234,exp-perf20000-000234-d908f28b,1777539632279,1777539632317,202,38.530
235,exp-perf20000-000235-0a70ac51,1777539632279,1777539632317,202,37.392
236,exp-perf20000-000236-fb173f7a,1777539632279,1777539632318,202,38.492
237,exp-perf20000-000237-cfba986e,1777539632280,1777539632318,202,37.572
238,exp-perf20000-000238-fb95988d,1777539632280,1777539632319,202,38.849
239,exp-perf20000-000239-75fcaeb5,1777539632281,1777539632318,202,37.766
240,exp-perf20000-000240-cd38822f,1777539632281,1777539632320,202,38.888
241,exp-perf20000-000241-73a5a5cb,1777539632281,1777539632319,202,38.015
242,exp-perf20000-000242-42e774bc,1777539632281,1777539632320,202,38.930
243,exp-perf20000-000243-60fb5a1d,1777539632282,1777539632320,202,37.858
244,exp-perf20000-000244-a5dd2b16,1777539632282,1777539632321,202,39.036
245,exp-perf20000-000245-ae909f00,1777539632283,1777539632321,202,38.057
246,exp-perf20000-000246-92367c3c,1777539632283,1777539632322,202,38.889
247,exp-perf20000-000247-e26ea756,1777539632283,1777539632321,202,37.919
248,exp-perf20000-000248-f8834729,1777539632284,1777539632323,202,38.867
249,exp-perf20000-000249-22957bcb,1777539632284,1777539632322,202,37.649
250,exp-perf20000-000250-e9fa3d47,1777539632285,1777539632323,202,38.612
251,exp-perf20000-000251-c505159f,1777539632285,1777539632324,202,38.564
252,exp-perf20000-000252-ba4d6117,1777539632285,1777539632323,202,37.447
253,exp-perf20000-000253-48d3ef0d,1777539632286,1777539632325,202,38.600
254,exp-perf20000-000254-389da84b,1777539632286,1777539632324,202,37.308
255,exp-perf20000-000255-d452f66e,1777539632287,1777539632326,202,38.967
256,exp-perf20000-000256-1712e0c0,1777539632287,1777539632324,202,37.631
257,exp-perf20000-000257-404e9808,1777539632287,1777539632325,202,37.993
258,exp-perf20000-000258-3ff1404b,1777539632287,1777539632326,202,39.066
259,exp-perf20000-000259-34bb5af6,1777539632288,1777539632326,202,38.082
260,exp-perf20000-000260-da73ea2e,1777539632288,1777539632327,202,38.854
261,exp-perf20000-000261-d06c7215,1777539632289,1777539632327,202,37.824
262,exp-perf20000-000262-79237d5b,1777539632289,1777539632328,202,38.606
263,exp-perf20000-000263-ef103f36,1777539632290,1777539632328,202,37.655
264,exp-perf20000-000264-e5d66635,1777539632291,1777539632329,202,38.027
265,exp-perf20000-000265-79248644,1777539632291,1777539632328,202,37.391
266,exp-perf20000-000266-2a1143cb,1777539632292,1777539632329,202,37.813
267,exp-perf20000-000267-938b065f,1777539632292,1777539632329,202,37.270
268,exp-perf20000-000268-37042eb9,1777539632292,1777539632330,202,37.985
269,exp-perf20000-000269-40e8e18e,1777539632292,1777539632330,202,37.227
270,exp-perf20000-000270-326cca21,1777539632293,1777539632331,202,37.918
271,exp-perf20000-000271-00519659,1777539632293,1777539632330,202,37.271
272,exp-perf20000-000272-9d20e71f,1777539632294,1777539632331,202,37.925
273,exp-perf20000-000273-d4e30a10,1777539632294,1777539632331,202,37.279
274,exp-perf20000-000274-b34a0ad9,1777539632294,1777539632332,202,37.999
275,exp-perf20000-000275-1fb06a62,1777539632295,1777539632332,202,37.198
276,exp-perf20000-000276-49057e0e,1777539632295,1777539632333,202,37.762
277,exp-perf20000-000277-2d169355,1777539632295,1777539632332,202,37.276
278,exp-perf20000-000278-077238f2,1777539632296,1777539632333,202,37.865
279,exp-perf20000-000279-ada4ef6f,1777539632296,1777539632333,202,37.396
280,exp-perf20000-000280-fddd5d96,1777539632297,1777539632334,202,36.814
281,exp-perf20000-000281-94b0f341,1777539632297,1777539632334,202,37.042
282,exp-perf20000-000282-3909658f,1777539632297,1777539632334,202,37.097
283,exp-perf20000-000283-b86eccdb,1777539632297,1777539632335,202,37.498
284,exp-perf20000-000284-6c6c5d0d,1777539632298,1777539632336,202,37.794
285,exp-perf20000-000285-6fcb32f8,1777539632298,1777539632335,202,37.261
286,exp-perf20000-000286-00a90fed,1777539632299,1777539632336,202,37.179
287,exp-perf20000-000287-5fe15587,1777539632299,1777539632336,202,36.886
288,exp-perf20000-000288-2fe8039c,1777539632299,1777539632337,202,37.110
289,exp-perf20000-000289-72196e87,1777539632299,1777539632337,202,37.533
290,exp-perf20000-000290-c783f50b,1777539632300,1777539632337,202,37.095
291,exp-perf20000-000291-98a01a0b,1777539632300,1777539632338,202,37.629
292,exp-perf20000-000292-bd2f3899,1777539632301,1777539632338,202,37.018
293,exp-perf20000-000293-928a0c7a,1777539632301,1777539632338,202,37.551
294,exp-perf20000-000294-12a8dd36,1777539632302,1777539632339,202,37.320
295,exp-perf20000-000295-c26ca0cf,1777539632302,1777539632339,202,36.516
296,exp-perf20000-000296-21e0e727,1777539632302,1777539632340,202,37.487
297,exp-perf20000-000297-47504d85,1777539632303,1777539632339,202,36.445
298,exp-perf20000-000298-fd3d490c,1777539632303,1777539632340,202,36.843
299,exp-perf20000-000299-c70a5898,1777539632304,1777539632341,202,37.296
300,exp-perf20000-000300-b70ab556,1777539632304,1777539632341,202,36.844
301,exp-perf20000-000301-5909ee7a,1777539632304,1777539632341,202,37.426
302,exp-perf20000-000302-165fd121,1777539632304,1777539632341,202,37.038
303,exp-perf20000-000303-6fc74b08,1777539632305,1777539632342,202,37.112
304,exp-perf20000-000304-587b43e9,1777539632305,1777539632342,202,36.960
305,exp-perf20000-000305-d8be7860,1777539632305,1777539632343,202,37.302
306,exp-perf20000-000306-400ecf3d,1777539632306,1777539632343,202,36.895
307,exp-perf20000-000307-c1537c24,1777539632306,1777539632343,202,37.173
308,exp-perf20000-000308-53ace6fc,1777539632306,1777539632343,202,36.809
309,exp-perf20000-000309-c94e1f18,1777539632307,1777539632344,202,37.094
310,exp-perf20000-000310-980ee0e8,1777539632307,1777539632344,202,36.643
311,exp-perf20000-000311-c803aa9e,1777539632308,1777539632345,202,36.530
312,exp-perf20000-000312-f9e5b2d0,1777539632308,1777539632345,202,36.447
313,exp-perf20000-000313-ed1c49ec,1777539632308,1777539632345,202,36.860
314,exp-perf20000-000314-ef3cba12,1777539632309,1777539632345,202,36.896
315,exp-perf20000-000315-0aea3998,1777539632309,1777539632346,202,37.019
316,exp-perf20000-000316-bda3df02,1777539632309,1777539632346,202,36.752
317,exp-perf20000-000317-0efab62e,1777539632310,1777539632347,202,37.015
318,exp-perf20000-000318-5510a978,1777539632310,1777539632347,202,36.580
319,exp-perf20000-000319-3ead8879,1777539632310,1777539632347,202,37.023
320,exp-perf20000-000320-71843a6c,1777539632311,1777539632347,202,36.531
321,exp-perf20000-000321-de991c1a,1777539632311,1777539632348,202,37.098
322,exp-perf20000-000322-a0f9025c,1777539632311,1777539632348,202,36.551
323,exp-perf20000-000323-225dc537,1777539632312,1777539632349,202,37.041
324,exp-perf20000-000324-6f027ed7,1777539632312,1777539632349,202,36.603
325,exp-perf20000-000325-4fe08a9b,1777539632312,1777539632349,202,37.032
326,exp-perf20000-000326-ab234ba9,1777539632313,1777539632349,202,36.326
327,exp-perf20000-000327-5ce84d5b,1777539632313,1777539632350,202,37.002
328,exp-perf20000-000328-443520f0,1777539632314,1777539632350,202,36.041
329,exp-perf20000-000329-6ab9709c,1777539632314,1777539632351,202,36.654
330,exp-perf20000-000330-8f41cf28,1777539632315,1777539632351,202,35.827
331,exp-perf20000-000331-3e523d9a,1777539632316,1777539632352,202,35.971
332,exp-perf20000-000332-6acd54ce,1777539632316,1777539632351,202,35.254
333,exp-perf20000-000333-d4195c41,1777539632316,1777539632352,202,35.855
334,exp-perf20000-000334-fddb3dd3,1777539632317,1777539632352,202,35.300
335,exp-perf20000-000335-4c5d685a,1777539632317,1777539632354,202,37.112
336,exp-perf20000-000336-192c96fb,1777539632318,1777539632353,202,35.374
337,exp-perf20000-000337-49256602,1777539632318,1777539632356,202,37.629
338,exp-perf20000-000338-da19296c,1777539632318,1777539632355,202,36.353
339,exp-perf20000-000339-46c01488,1777539632319,1777539632357,202,37.609
340,exp-perf20000-000340-b2cae42d,1777539632319,1777539632356,202,36.196
341,exp-perf20000-000341-32cf8f45,1777539632320,1777539632357,202,37.711
342,exp-perf20000-000342-9f384fa5,1777539632320,1777539632357,202,36.622
343,exp-perf20000-000343-10b4216c,1777539632320,1777539632359,202,38.878
344,exp-perf20000-000344-4fba9354,1777539632321,1777539632357,202,36.203
345,exp-perf20000-000345-865752d6,1777539632321,1777539632360,202,38.429
346,exp-perf20000-000346-02d76ed9,1777539632321,1777539632358,202,36.435
347,exp-perf20000-000347-f87fa67f,1777539632322,1777539632360,202,38.109
348,exp-perf20000-000348-59242bfb,1777539632322,1777539632359,202,37.093
349,exp-perf20000-000349-99eb1089,1777539632323,1777539632361,202,38.210
350,exp-perf20000-000350-bc6b4c6d,1777539632323,1777539632360,202,37.205
351,exp-perf20000-000351-6daa6792,1777539632323,1777539632361,202,38.021
352,exp-perf20000-000352-469d2a89,1777539632324,1777539632360,202,36.775
353,exp-perf20000-000353-7e5883b0,1777539632324,1777539632362,202,38.279
354,exp-perf20000-000354-93c90d57,1777539632324,1777539632362,202,37.187
355,exp-perf20000-000355-b5de00ed,1777539632325,1777539632363,202,38.264
356,exp-perf20000-000356-04cd9e4b,1777539632325,1777539632362,202,37.067
357,exp-perf20000-000357-5579bd8d,1777539632326,1777539632365,202,39.304
358,exp-perf20000-000358-4749025d,1777539632326,1777539632363,202,37.055
359,exp-perf20000-000359-4fc564d3,1777539632326,1777539632366,202,39.583
360,exp-perf20000-000360-63d173dd,1777539632327,1777539632364,202,37.260
361,exp-perf20000-000361-cb9994f7,1777539632327,1777539632368,202,40.557
362,exp-perf20000-000362-a6f5d497,1777539632328,1777539632365,202,37.665
363,exp-perf20000-000363-11153f5b,1777539632328,1777539632371,202,43.312
364,exp-perf20000-000364-68b0dfc7,1777539632328,1777539632366,202,37.814
365,exp-perf20000-000365-1b4bde39,1777539632329,1777539632371,202,42.693
366,exp-perf20000-000366-2a5dd7a6,1777539632329,1777539632366,202,37.242
367,exp-perf20000-000367-f037eb0c,1777539632329,1777539632371,202,41.728
368,exp-perf20000-000368-fd830dc7,1777539632330,1777539632368,202,38.579
369,exp-perf20000-000369-248f93e1,1777539632330,1777539632372,202,41.905
370,exp-perf20000-000370-52c54184,1777539632330,1777539632370,202,39.935
371,exp-perf20000-000371-50e3aeb8,1777539632331,1777539632373,202,41.772
